"Kod TERYT";"Gmina";"Powiat";"Delegatura";"Liczba mieszkańców";"Liczba wyborców ogółem";"Liczba wyborców wpisanych z urzędu";"Liczba wyborców wpisanych na wniosek";"Informacja o liczbie wyborców wpisanych ogółem (art. 19) w części A";"Informacja o liczbie wyborców wpisanych § 1 (Z2A)";"Informacja o liczbie wyborców wpisanych § 2 (Z2B)";"Informacja o liczbie wyborców wpisanych § 3 (Z2C)";"Informacja o liczbie wyborców wpisanych w części B (ZUE)";"Informacja o liczbie wyborców skreślonych (§ 6 ust. 1) w części A ogółem";"Informacja o liczbie wyborców skreślonych w części A pkt 1 (R41)";"Informacja o liczbie wyborców skreślonych w części A pkt 2 (R42)";"Informacja o liczbie wyborców skreślonych w części A pkt 3 (R43)";"Informacja o liczbie wyborców skreślonych (§ 6 ust. 2) w części A (R41b)";"Informacja o liczbie wyborców skreślonych w części B ogółem (RUE)"
"=""100905""";"gm. Rząśnia";"pajęczański";"Sieradz";4974;4005;3872;133;133;101;5;27;0;62;7;28;27;0;0
"=""100906""";"gm. Siemkowice";"pajęczański";"Sieradz";4886;3953;3909;44;44;30;0;14;0;52;11;27;14;0;0
"=""100907""";"gm. Strzelce Wielkie";"pajęczański";"Sieradz";4543;3780;3753;27;27;24;2;1;0;39;13;25;1;0;0
"=""100908""";"gm. Sulmierzyce";"pajęczański";"Sieradz";4453;3683;3601;82;82;71;0;11;0;40;5;24;11;0;0
"Powiat piotrkowski";"";"";"";91203;73102;72021;1081;1080;901;21;158;2;950;256;536;158;1;0
"=""101001""";"gm. Aleksandrów";"piotrkowski";"Piotrków Trybunalski";4558;3744;3547;197;197;178;6;13;0;58;16;29;13;0;0
"=""101002""";"gm. Czarnocin";"piotrkowski";"Piotrków Trybunalski";4062;3287;3236;51;51;45;5;1;0;31;10;20;1;0;0
"=""101003""";"gm. Gorzkowice";"piotrkowski";"Piotrków Trybunalski";8566;6907;6755;152;152;123;1;28;0;96;11;57;28;0;0
"=""101004""";"gm. Grabica";"piotrkowski";"Piotrków Trybunalski";6077;4793;4784;9;10;10;0;0;0;30;10;20;0;1;0
"=""101005""";"gm. Łęki Szlacheckie";"piotrkowski";"Piotrków Trybunalski";3536;2904;2804;100;99;91;0;8;1;39;13;18;8;0;0
"=""101006""";"gm. Moszczenica";"piotrkowski";"Piotrków Trybunalski";12740;10182;10155;27;27;27;0;0;0;100;28;72;0;0;0
"=""101007""";"gm. Ręczno";"piotrkowski";"Piotrków Trybunalski";3654;2973;2885;88;88;80;1;7;0;54;5;42;7;0;0
"=""101008""";"gm. Rozprza";"piotrkowski";"Piotrków Trybunalski";12207;9608;9534;74;74;65;0;9;0;159;84;66;9;0;0
"=""101009""";"gm. Sulejów";"piotrkowski";"Piotrków Trybunalski";16206;13064;12831;233;233;158;5;70;0;215;31;114;70;0;0
"=""101010""";"gm. Wola Krzysztoporska";"piotrkowski";"Piotrków Trybunalski";11820;9403;9360;43;43;39;0;4;0;83;28;51;4;0;0
"=""101011""";"gm. Wolbórz";"piotrkowski";"Piotrków Trybunalski";7777;6237;6130;107;106;85;3;18;1;85;20;47;18;0;0
"Powiat poddębicki";"";"";"";40881;33692;33161;531;531;384;38;109;0;441;110;222;109;0;0
"=""101101""";"gm. Dalików";"poddębicki";"Łódź";3913;3170;3097;73;73;59;11;3;0;30;3;24;3;0;0
"=""101102""";"gm. Pęczniew";"poddębicki";"Łódź";3537;2892;2826;66;66;54;0;12;0;53;10;31;12;0;0
"=""101103""";"gm. Poddębice";"poddębicki";"Łódź";15185;12530;12334;196;196;105;18;73;0;176;27;76;73;0;0
"=""101104""";"gm. Uniejów";"poddębicki";"Łódź";6954;5821;5768;53;53;34;5;14;0;58;12;32;14;0;0
"=""101105""";"gm. Wartkowice";"poddębicki";"Łódź";6244;5097;5054;43;43;36;2;5;0;88;55;28;5;0;0
"=""101106""";"gm. Zadzim";"poddębicki";"Łódź";5048;4182;4082;100;100;96;2;2;0;36;3;31;2;0;0
"Powiat radomszczański";"";"";"";111388;92230;91040;1190;1187;941;61;185;3;1272;235;852;185;0;0
"=""101201""";"m. Radomsko";"radomszczański";"Piotrków Trybunalski";44393;37343;37074;269;268;170;0;98;1;553;75;380;98;0;0
"=""101202""";"gm. Dobryszyce";"radomszczański";"Piotrków Trybunalski";4370;3502;3461;41;41;30;0;11;0;39;3;25;11;0;0
"=""101203""";"gm. Gidle";"radomszczański";"Piotrków Trybunalski";6079;5113;5056;57;57;42;14;1;0;62;15;46;1;0;0
"=""101204""";"gm. Gomunice";"radomszczański";"Piotrków Trybunalski";5863;4785;4676;109;109;80;7;22;0;70;8;40;22;0;0
"=""101205""";"gm. Kamieńsk";"radomszczański";"Piotrków Trybunalski";5855;4793;4701;92;92;74;5;13;0;67;9;45;13;0;0
"=""101206""";"gm. Kobiele Wielkie";"radomszczański";"Piotrków Trybunalski";4449;3576;3535;41;41;34;3;4;0;36;8;24;4;0;0
"=""101207""";"gm. Kodrąb";"radomszczański";"Piotrków Trybunalski";4603;3774;3704;70;70;51;16;3;0;44;2;39;3;0;0
"=""101208""";"gm. Lgota Wielka";"radomszczański";"Piotrków Trybunalski";4257;3485;3460;25;25;25;0;0;0;41;15;26;0;0;0
"=""101209""";"gm. Ładzice";"radomszczański";"Piotrków Trybunalski";4802;3882;3837;45;45;39;0;6;0;87;43;38;6;0;0
"=""101210""";"gm. Masłowice";"radomszczański";"Piotrków Trybunalski";4255;3438;3331;107;107;96;2;9;0;47;8;30;9;0;0
"=""101211""";"gm. Przedbórz";"radomszczański";"Piotrków Trybunalski";7197;5967;5833;134;132;117;3;12;2;69;6;51;12;0;0
"=""101212""";"gm. Radomsko";"radomszczański";"Piotrków Trybunalski";5506;4479;4450;29;29;28;0;1;0;51;12;38;1;0;0
"=""101213""";"gm. Wielgomłyny";"radomszczański";"Piotrków Trybunalski";4604;3779;3657;122;122;109;8;5;0;55;14;36;5;0;0
"=""101214""";"gm. Żytno";"radomszczański";"Piotrków Trybunalski";5155;4314;4265;49;49;46;3;0;0;51;17;34;0;0;0
"Powiat rawski";"";"";"";48191;39134;38862;272;272;231;4;37;0;479;57;385;37;0;0
"=""101301""";"m. Rawa Mazowiecka";"rawski";"Skierniewice";16928;13813;13701;112;112;77;3;32;0;233;21;180;32;0;0
"=""101302""";"gm. Biała Rawska";"rawski";"Skierniewice";11262;9145;9098;47;47;45;1;1;0;92;14;77;1;0;0
"=""101303""";"gm. Cielądz";"rawski";"Skierniewice";3976;3222;3191;31;31;29;0;2;0;29;3;24;2;0;0
"=""101304""";"gm. Rawa Mazowiecka";"rawski";"Skierniewice";8672;6984;6966;18;18;17;0;1;0;78;10;67;1;0;0
"=""101305""";"gm. Regnów";"rawski";"Skierniewice";1843;1502;1463;39;39;38;0;1;0;10;1;8;1;0;0
"=""101306""";"gm. Sadkowice";"rawski";"Skierniewice";5510;4468;4443;25;25;25;0;0;0;37;8;29;0;0;0
"Powiat sieradzki";"";"";"";116080;94706;93906;800;799;608;39;152;1;1442;467;823;152;0;0
"=""101401""";"m. Sieradz";"sieradzki";"Sieradz";40433;33493;33294;199;198;107;7;84;1;706;171;451;84;0;0
"=""101402""";"gm. Błaszki";"sieradzki";"Sieradz";14520;11814;11698;116;116;84;16;16;0;112;27;69;16;0;0
"=""101403""";"gm. Brąszewice";"sieradzki";"Sieradz";4496;3540;3495;45;45;41;2;2;0;39;16;21;2;0;0
"=""101404""";"gm. Brzeźnio";"sieradzki";"Sieradz";6274;5101;5072;29;29;23;2;4;0;58;18;36;4;0;0
"=""101405""";"gm. Burzenin";"sieradzki";"Sieradz";5483;4477;4453;24;24;24;0;0;0;53;27;26;0;0;0
"=""101406""";"gm. Goszczanów";"sieradzki";"Sieradz";5471;4422;4379;43;43;36;1;6;0;44;12;26;6;0;0
"=""101407""";"gm. Klonowa";"sieradzki";"Sieradz";2902;2337;2320;17;17;15;0;2;0;26;7;17;2;0;0
"=""101408""";"gm. Sieradz";"sieradzki";"Sieradz";10558;8416;8343;73;73;70;0;3;0;103;54;46;3;0;0
"=""101409""";"gm. Warta";"sieradzki";"Sieradz";12627;10295;10144;151;151;133;9;9;0;174;99;66;9;0;0
"=""101410""";"gm. Wróblew";"sieradzki";"Sieradz";6072;4948;4919;29;29;21;0;8;0;54;18;28;8;0;0
"=""101411""";"gm. Złoczew";"sieradzki";"Sieradz";7244;5863;5789;74;74;54;2;18;0;73;18;37;18;0;0
"Powiat skierniewicki";"";"";"";38120;30616;30156;460;457;432;6;19;3;256;44;193;19;0;0
"=""101501""";"gm. Bolimów";"skierniewicki";"Skierniewice";3928;3178;3137;41;40;35;0;5;1;26;1;20;5;0;0
"=""101502""";"gm. Głuchów";"skierniewicki";"Skierniewice";5808;4662;4604;58;58;57;1;0;0;35;9;26;0;0;0
"=""101503""";"gm. Godzianów";"skierniewicki";"Skierniewice";2644;2109;2093;16;16;16;0;0;0;16;5;11;0;0;0
"=""101504""";"gm. Kowiesy";"skierniewicki";"Skierniewice";2973;2421;2305;116;116;108;4;4;0;31;5;22;4;0;0
"=""101505""";"gm. Lipce Reymontowskie";"skierniewicki";"Skierniewice";3278;2643;2609;34;32;30;0;2;2;12;4;6;2;0;0
"=""101506""";"gm. Maków";"skierniewicki";"Skierniewice";6067;4848;4781;67;67;64;0;3;0;33;8;22;3;0;0
"=""101507""";"gm. Nowy Kawęczyn";"skierniewicki";"Skierniewice";3423;2805;2726;79;79;75;0;4;0;20;0;16;4;0;0
"=""101508""";"gm. Skierniewice";"skierniewicki";"Skierniewice";7415;5894;5856;38;38;37;1;0;0;58;6;52;0;0;0
"=""101509""";"gm. Słupia";"skierniewicki";"Skierniewice";2584;2056;2045;11;11;10;0;1;0;25;6;18;1;0;0
"Powiat tomaszowski";"";"";"";113506;92724;91837;887;886;691;17;178;1;1222;203;841;178;0;0
"=""101601""";"m. Tomaszów Mazowiecki";"tomaszowski";"Skierniewice";58878;48836;48588;248;248;127;0;121;0;784;117;546;121;0;0
"=""101602""";"gm. Będków";"tomaszowski";"Skierniewice";3296;2731;2715;16;16;14;0;2;0;24;8;14;2;0;0
"=""101603""";"gm. Budziszewice";"tomaszowski";"Skierniewice";2175;1720;1668;52;52;42;0;10;0;21;3;8;10;0;0
"=""101604""";"gm. Czerniewice";"tomaszowski";"Skierniewice";5127;4104;4058;46;46;45;0;1;0;27;8;18;1;0;0
"=""101605""";"gm. Inowłódz";"tomaszowski";"Skierniewice";3806;3199;3141;58;57;53;1;3;1;37;10;24;3;0;0
"=""101606""";"gm. Lubochnia";"tomaszowski";"Skierniewice";7129;5612;5477;135;135;112;8;15;0;47;9;23;15;0;0
"=""101607""";"gm. Rokiciny";"tomaszowski";"Skierniewice";6119;4934;4844;90;90;89;0;1;0;35;6;28;1;0;0
"=""101608""";"gm. Rzeczyca";"tomaszowski";"Skierniewice";4740;3888;3812;76;76;64;0;12;0;47;9;26;12;0;0
"=""101609""";"gm. Tomaszów Mazowiecki";"tomaszowski";"Skierniewice";11145;8797;8715;82;82;67;7;8;0;102;12;82;8;0;0
"=""101610""";"gm. Ujazd";"tomaszowski";"Skierniewice";7727;6217;6195;22;22;20;1;1;0;74;19;54;1;0;0
"=""101611""";"gm. Żelechlinek";"tomaszowski";"Skierniewice";3364;2686;2624;62;62;58;0;4;0;24;2;18;4;0;0
"Powiat wieluński";"";"";"";76074;62220;61688;532;526;461;7;58;6;720;212;450;58;0;0
"=""101701""";"gm. Biała";"wieluński";"Sieradz";5505;4460;4431;29;29;27;0;2;0;17;6;9;2;0;0
"=""101702""";"gm. Czarnożyły";"wieluński";"Sieradz";4477;3663;3650;13;13;12;0;1;0;34;9;24;1;0;0
"=""101703""";"gm. Konopnica";"wieluński";"Sieradz";3823;3168;3071;97;97;90;0;7;0;38;6;25;7;0;0
"=""101704""";"gm. Mokrsko";"wieluński";"Sieradz";5392;4359;4327;32;32;32;0;0;0;27;8;19;0;0;0
"=""101705""";"gm. Osjaków";"wieluński";"Sieradz";4790;3817;3748;69;69;64;0;5;0;33;8;20;5;0;0
"=""101706""";"gm. Ostrówek";"wieluński";"Sieradz";4553;3649;3588;61;55;50;0;5;6;108;87;16;5;0;0
"=""101707""";"gm. Pątnów";"wieluński";"Sieradz";6563;5266;5171;95;95;78;0;17;0;39;9;13;17;0;0
"=""101708""";"gm. Skomlin";"wieluński";"Sieradz";3290;2627;2608;19;19;18;0;1;0;18;3;14;1;0;0
"=""101709""";"gm. Wieluń";"wieluński";"Sieradz";31037;25777;25687;90;90;63;7;20;0;370;67;283;20;0;0
"=""101710""";"gm. Wierzchlas";"wieluński";"Sieradz";6644;5434;5407;27;27;27;0;0;0;36;9;27;0;0;0
"Powiat wieruszowski";"";"";"";42113;34024;33793;231;230;195;4;31;1;312;112;169;31;0;0
"=""101801""";"gm. Bolesławiec";"wieruszowski";"Sieradz";4119;3323;3298;25;25;23;0;2;0;83;64;17;2;0;0
"=""101802""";"gm. Czastary";"wieruszowski";"Sieradz";3968;3188;3165;23;23;18;0;5;0;16;3;8;5;0;0
"=""101803""";"gm. Galewice";"wieruszowski";"Sieradz";6177;4983;4937;46;46;33;3;10;0;30;6;14;10;0;0
"=""101804""";"gm. Lututów";"wieruszowski";"Sieradz";4583;3668;3636;32;32;28;0;4;0;37;10;23;4;0;0
"=""101805""";"gm. Łubnice";"wieruszowski";"Sieradz";4111;3355;3350;5;4;4;0;0;1;14;7;7;0;0;0
"=""101806""";"gm. Sokolniki";"wieruszowski";"Sieradz";4993;4039;4020;19;19;18;0;1;0;28;10;17;1;0;0
"=""101807""";"gm. Wieruszów";"wieruszowski";"Sieradz";14162;11468;11387;81;81;71;1;9;0;104;12;83;9;0;0
"Powiat zduńskowolski";"";"";"";64593;52744;52401;343;340;250;17;73;3;665;204;388;73;0;0
"=""101901""";"m. Zduńska Wola";"zduńskowolski";"Sieradz";40083;33056;32900;156;153;108;0;45;3;447;102;300;45;0;0
"=""101902""";"gm. Szadek";"zduńskowolski";"Sieradz";7284;5928;5871;57;57;42;2;13;0;96;61;22;13;0;0
"=""101903""";"gm. Zapolice";"zduńskowolski";"Sieradz";5206;4192;4117;75;75;57;5;13;0;61;13;35;13;0;0
"=""101904""";"gm. Zduńska Wola";"zduńskowolski";"Sieradz";12020;9568;9513;55;55;43;10;2;0;61;28;31;2;0;0
"Powiat zgierski";"";"";"";160034;131240;129332;1908;1899;1601;8;290;10;1638;335;1013;290;1;0
"=""102001""";"m. Głowno";"zgierski";"Łódź";13807;11542;11452;90;90;62;0;28;0;138;20;90;28;0;0
"=""102002""";"m. Ozorków";"zgierski";"Łódź";18375;15293;15231;62;62;50;0;12;0;211;34;165;12;0;0
"=""102003""";"m. Zgierz";"zgierski";"Łódź";53111;44124;43877;247;245;161;2;82;2;579;92;405;82;0;0
"=""102004""";"gm. Aleksandrów Łódzki";"zgierski";"Łódź";31028;24717;24373;344;340;264;0;76;4;320;128;116;76;0;0
"=""102005""";"gm. Głowno";"zgierski";"Łódź";4758;3918;3893;25;25;24;0;1;0;35;8;26;1;0;0
"=""102006""";"gm. Ozorków";"zgierski";"Łódź";7018;5719;5581;138;135;133;0;2;3;68;13;53;2;0;0
"=""102007""";"gm. Parzęczew";"zgierski";"Łódź";5157;4148;3915;233;234;209;0;25;0;55;1;29;25;1;0
"=""102008""";"gm. Stryków";"zgierski";"Łódź";12583;10216;9984;232;232;201;0;31;0;101;19;51;31;0;0
"=""102009""";"gm. Zgierz";"zgierski";"Łódź";14197;11563;11026;537;536;497;6;33;1;131;20;78;33;0;0
"Powiat brzeziński";"";"";"";30162;24589;24330;259;259;227;3;29;0;232;56;147;29;0;0
"=""102101""";"m. Brzeziny";"brzeziński";"Łódź";12071;9850;9796;54;54;41;1;12;0;86;12;62;12;0;0
"=""102102""";"gm. Brzeziny";"brzeziński";"Łódź";5629;4536;4449;87;87;83;0;4;0;26;2;20;4;0;0
"=""102103""";"gm. Dmosin";"brzeziński";"Łódź";4428;3693;3624;69;69;58;0;11;0;39;6;22;11;0;0
"=""102104""";"gm. Jeżów";"brzeziński";"Łódź";3371;2749;2722;27;27;24;2;1;0;55;34;20;1;0;0
"=""102105""";"gm. Rogów";"brzeziński";"Łódź";4663;3761;3739;22;22;21;0;1;0;26;2;23;1;0;0
"Miasto na prawach powiatu";"";"";""
"=""106101""";"m. Łódź";"Łódź";"Łódź";626194;528349;524203;4146;4117;2673;2;1442;29;8467;1604;5421;1442;0;0
"Miasto na prawach powiatu";"";"";""
"=""106201""";"m. Piotrków Trybunalski";"Piotrków Trybunalski";"Piotrków Trybunalski";69938;57669;57165;504;503;261;4;238;1;1131;118;775;238;0;0
"Miasto na prawach powiatu";"";"";""
"=""106301""";"m. Skierniewice";"Skierniewice";"Skierniewice";46084;37387;37079;308;302;196;46;60;6;542;42;440;60;0;0
"Powiat bocheński";"";"";"";105864;83184;82343;841;840;743;16;81;1;795;202;512;81;0;0
"=""120101""";"m. Bochnia";"bocheński";"Tarnów";28928;23244;23031;213;213;169;2;42;0;351;92;217;42;0;0
"=""120102""";"gm. Bochnia";"bocheński";"Tarnów";19985;15739;15610;129;129;123;2;4;0;109;28;77;4;0;0
"=""120103""";"gm. Drwinia";"bocheński";"Tarnów";6543;5265;5195;70;70;60;3;7;0;31;7;17;7;0;0
"=""120104""";"gm. Lipnica Murowana";"bocheński";"Tarnów";5652;4411;4340;71;71;58;3;10;0;44;6;28;10;0;0
"=""120105""";"gm. Łapanów";"bocheński";"Tarnów";8227;6389;6296;93;93;93;0;0;0;48;17;31;0;0;0
"=""120106""";"gm. Nowy Wiśnicz";"bocheński";"Tarnów";14015;10713;10635;78;78;72;0;6;0;73;15;52;6;0;0
"=""120107""";"gm. Rzezawa";"bocheński";"Tarnów";11282;8898;8832;66;66;56;2;8;0;70;12;50;8;0;0
"=""120108""";"gm. Trzciana";"bocheński";"Tarnów";5688;4335;4248;87;86;80;3;3;1;41;14;24;3;0;0
"=""120109""";"gm. Żegocina";"bocheński";"Tarnów";5544;4190;4156;34;34;32;1;1;0;28;11;16;1;0;0
"Powiat brzeski";"";"";"";93092;74051;73606;445;443;374;29;40;2;668;215;413;40;0;0
"=""120201""";"gm. Borzęcin";"brzeski";"Tarnów";8367;6810;6776;34;33;30;2;1;1;39;13;25;1;0;0
"=""120202""";"gm. Brzesko";"brzeski";"Tarnów";36011;28992;28870;122;121;103;4;14;1;296;98;184;14;0;0
"=""120203""";"gm. Czchów";"brzeski";"Tarnów";9935;7669;7589;80;80;67;4;9;0;85;26;50;9;0;0
"=""120204""";"gm. Dębno";"brzeski";"Tarnów";14671;11666;11573;93;93;70;13;10;0;94;29;55;10;0;0
"=""120205""";"gm. Gnojnik";"brzeski";"Tarnów";8019;6155;6092;63;63;53;5;5;0;38;15;18;5;0;0
"=""120206""";"gm. Iwkowa";"brzeski";"Tarnów";6600;5003;4977;26;26;25;1;0;0;48;18;30;0;0;0
"=""120207""";"gm. Szczurowa";"brzeski";"Tarnów";9489;7756;7729;27;27;26;0;1;0;68;16;51;1;0;0
"Powiat chrzanowski";"";"";"";119790;99514;98714;800;799;494;33;272;1;1257;294;691;272;0;0
"=""120301""";"gm. Alwernia";"chrzanowski";"Kraków";12445;10225;10120;105;105;79;5;21;0;108;31;56;21;0;0
"=""120302""";"gm. Babice";"chrzanowski";"Kraków";9005;7440;7386;54;53;40;2;11;1;56;16;29;11;0;0
"=""120303""";"gm. Chrzanów";"chrzanowski";"Kraków";43958;36960;36659;301;301;171;0;130;0;564;125;309;130;0;0
"=""120304""";"gm. Libiąż";"chrzanowski";"Kraków";21822;17916;17818;98;98;63;0;35;0;195;48;112;35;0;0
"=""120305""";"gm. Trzebinia";"chrzanowski";"Kraków";32560;26973;26731;242;242;141;26;75;0;334;74;185;75;0;0
"Powiat dąbrowski";"";"";"";58795;47938;47624;314;314;251;8;55;0;465;133;277;55;0;0
"=""120401""";"gm. Bolesław";"dąbrowski";"Tarnów";2656;2290;2269;21;21;21;0;0;0;19;2;17;0;0;0
"=""120402""";"gm. Dąbrowa Tarnowska";"dąbrowski";"Tarnów";20866;16887;16785;102;102;62;6;34;0;168;46;88;34;0;0
"=""120403""";"gm. Gręboszów";"dąbrowski";"Tarnów";3333;2861;2825;36;36;33;0;3;0;26;10;13;3;0;0
"=""120404""";"gm. Mędrzechów";"dąbrowski";"Tarnów";3444;2840;2796;44;44;32;2;10;0;30;6;14;10;0;0
"=""120405""";"gm. Olesno";"dąbrowski";"Tarnów";7902;6425;6412;13;13;11;0;2;0;61;19;40;2;0;0
"=""120406""";"gm. Radgoszcz";"dąbrowski";"Tarnów";7507;5945;5920;25;25;24;0;1;0;55;25;29;1;0;0
"=""120407""";"gm. Szczucin";"dąbrowski";"Tarnów";13087;10690;10617;73;73;68;0;5;0;106;25;76;5;0;0
"Powiat gorlicki";"";"";"";109358;87236;86706;530;529;437;5;87;1;988;293;608;87;0;0
"=""120501""";"m. Gorlice";"gorlicki";"Nowy Sącz";26985;22334;22169;165;165;107;1;57;0;383;80;246;57;0;0
"=""120502""";"gm. Biecz";"gorlicki";"Nowy Sącz";17010;13690;13663;27;27;24;0;3;0;122;52;67;3;0;0
"=""120503""";"gm. Bobowa";"gorlicki";"Nowy Sącz";9871;7473;7446;27;27;27;0;0;0;66;23;43;0;0;0
"=""120504""";"gm. Gorlice";"gorlicki";"Nowy Sącz";17325;13952;13921;31;31;27;0;4;0;121;36;81;4;0;0
"=""120505""";"gm. Lipinki";"gorlicki";"Nowy Sącz";6875;5543;5518;25;25;24;0;1;0;39;12;26;1;0;0
"=""120506""";"gm. Łużna";"gorlicki";"Nowy Sącz";8627;6706;6682;24;24;23;0;1;0;66;23;42;1;0;0
"=""120507""";"gm. Moszczenica";"gorlicki";"Nowy Sącz";5066;3924;3874;50;50;47;0;3;0;32;10;19;3;0;0
"=""120508""";"gm. Ropa";"gorlicki";"Nowy Sącz";5535;4182;4141;41;41;39;1;1;0;60;34;25;1;0;0
"=""120509""";"gm. Sękowa";"gorlicki";"Nowy Sącz";5101;4072;4034;38;37;34;0;3;1;38;6;29;3;0;0
"=""120510""";"gm. Uście Gorlickie";"gorlicki";"Nowy Sącz";6963;5360;5258;102;102;85;3;14;0;61;17;30;14;0;0
"Powiat krakowski";"";"";"";273744;217725;213234;4491;4474;4139;53;282;17;2469;776;1411;282;0;0
"=""120601""";"gm. Czernichów";"krakowski";"Kraków";14370;11511;11302;209;208;185;2;21;1;110;31;58;21;0;0
"=""120602""";"gm. Igołomia-Wawrzeńczyce";"krakowski";"Kraków";7715;6239;6128;111;111;106;0;5;0;47;17;25;5;0;0
"=""120603""";"gm. Iwanowice";"krakowski";"Kraków";9117;7226;7071;155;155;152;1;2;0;59;13;44;2;0;0
"=""120604""";"gm. Jerzmanowice-Przeginia";"krakowski";"Kraków";11010;8894;8763;131;131;125;0;6;0;64;23;35;6;0;0
"=""120605""";"gm. Kocmyrzów-Luborzyca";"krakowski";"Kraków";15359;12264;12044;220;219;208;0;11;1;144;76;57;11;0;0
"=""120606""";"gm. Krzeszowice";"krakowski";"Kraków";31602;25773;25504;269;267;235;1;31;2;305;90;184;31;0;0
"=""120607""";"gm. Liszki";"krakowski";"Kraków";17025;13409;13139;270;269;226;22;21;1;142;42;79;21;0;0
"=""120608""";"gm. Michałowice";"krakowski";"Kraków";10441;8126;7883;243;243;220;18;5;0;76;20;51;5;0;0
"=""120609""";"gm. Mogilany";"krakowski";"Kraków";13975;10894;10528;366;363;355;1;7;3;112;30;75;7;0;0
"=""120610""";"gm. Skała";"krakowski";"Kraków";10568;8377;8173;204;203;197;0;6;1;86;51;29;6;0;0
"=""120611""";"gm. Skawina";"krakowski";"Kraków";42256;33971;33735;236;236;198;0;38;0;391;99;254;38;0;0
"=""120612""";"gm. Słomniki";"krakowski";"Kraków";13548;10954;10812;142;142;108;0;34;0;129;31;64;34;0;0
"=""120613""";"gm. Sułoszowa";"krakowski";"Kraków";5846;4647;4599;48;48;40;0;8;0;42;11;23;8;0;0
"=""120614""";"gm. Świątniki Górne";"krakowski";"Kraków";10116;8025;7841;184;184;176;0;8;0;57;7;42;8;0;0
"=""120615""";"gm. Wielka Wieś";"krakowski";"Kraków";12501;9704;9270;434;431;402;8;21;3;104;21;62;21;0;0
"=""120616""";"gm. Zabierzów";"krakowski";"Kraków";26232;20968;20181;787;787;739;0;48;0;392;147;197;48;0;0
"=""120617""";"gm. Zielonki";"krakowski";"Kraków";22063;16743;16261;482;477;467;0;10;5;209;67;132;10;0;0
"Powiat limanowski";"";"";"";132133;100513;99818;695;692;642;9;41;3;1092;460;591;41;0;0
"=""120701""";"m. Limanowa";"limanowski";"Nowy Sącz";14852;11760;11694;66;66;52;0;14;0;186;46;126;14;0;0
"=""120702""";"m. Mszana Dolna";"limanowski";"Nowy Sącz";7892;6251;6141;110;109;101;1;7;1;98;32;59;7;0;0
"=""120703""";"gm. Dobra";"limanowski";"Nowy Sącz";10077;7801;7726;75;75;68;6;1;0;66;29;36;1;0;0
"=""120704""";"gm. Jodłownik";"limanowski";"Nowy Sącz";8738;6626;6573;53;52;48;0;4;1;89;42;43;4;0;0
"=""120705""";"gm. Kamienica";"limanowski";"Nowy Sącz";7971;6042;5987;55;55;52;0;3;0;57;16;38;3;0;0
"=""120706""";"gm. Laskowa";"limanowski";"Nowy Sącz";8207;6148;6100;48;48;45;0;3;0;72;26;43;3;0;0
"=""120707""";"gm. Limanowa";"limanowski";"Nowy Sącz";25781;19371;19310;61;61;60;0;1;0;170;87;82;1;0;0
"=""120708""";"gm. Łukowica";"limanowski";"Nowy Sącz";10155;7541;7497;44;44;40;2;2;0;67;23;42;2;0;0
"=""120709""";"gm. Mszana Dolna";"limanowski";"Nowy Sącz";17697;13400;13307;93;92;91;0;1;1;126;77;48;1;0;0
"=""120710""";"gm. Niedźwiedź";"limanowski";"Nowy Sącz";7402;5552;5514;38;38;38;0;0;0;52;35;17;0;0;0
"=""120711""";"gm. Słopnice";"limanowski";"Nowy Sącz";6782;4963;4947;16;16;16;0;0;0;42;25;17;0;0;0
"=""120712""";"gm. Tymbark";"limanowski";"Nowy Sącz";6579;5058;5022;36;36;31;0;5;0;67;22;40;5;0;0
"Powiat miechowski";"";"";"";48611;40033;39387;646;644;561;15;68;2;547;186;293;68;0;0
"=""120801""";"gm. Charsznica";"miechowski";"Kraków";7396;6163;6110;53;52;45;0;7;1;53;16;30;7;0;0
"=""120802""";"gm. Gołcza";"miechowski";"Kraków";6046;5016;4934;82;82;78;3;1;0;47;12;34;1;0;0
"=""120803""";"gm. Kozłów";"miechowski";"Kraków";4633;3860;3754;106;106;104;0;2;0;26;7;17;2;0;0
"=""120804""";"gm. Książ Wielki";"miechowski";"Kraków";5235;4231;4160;71;71;70;0;1;0;72;44;27;1;0;0
"=""120805""";"gm. Miechów";"miechowski";"Kraków";19152;15742;15549;193;192;131;8;53;1;300;95;152;53;0;0
"=""120806""";"gm. Racławice";"miechowski";"Kraków";2572;2091;2012;79;79;74;3;2;0;15;7;6;2;0;0
"=""120807""";"gm. Słaboszów";"miechowski";"Kraków";3577;2930;2868;62;62;59;1;2;0;34;5;27;2;0;0
"Powiat myślenicki";"";"";"";126860;98635;97735;900;899;818;7;74;2;883;328;481;74;1;0
"=""120901""";"gm. Dobczyce";"myślenicki";"Kraków";15127;11842;11618;224;225;194;0;31;0;142;20;91;31;1;0
"=""120902""";"gm. Lubień";"myślenicki";"Kraków";10100;7757;7704;53;53;49;4;0;0;62;24;38;0;0;0
"=""120903""";"gm. Myślenice";"myślenicki";"Kraków";43760;34371;34176;195;193;162;0;31;2;311;102;178;31;0;0
"=""120904""";"gm. Pcim";"myślenicki";"Kraków";11156;8646;8546;100;100;96;0;4;0;64;29;31;4;0;0
