"Kod TERYT";"Gmina";"Powiat";"Delegatura";"Liczba mieszkańców";"Liczba wyborców ogółem";"Liczba wyborców ujętych w stałym obwodzie w CRW z urzędu na podstawie adresu stałego zameldowania";"Liczba wyborców ujętych w stałym obwodzie w CRW na wniosek";"w tym liczba wyborców posiadających obywatelstwo krajów UE";"w tym liczba wyborców posiadających obywatelstwo UK";"Liczba osób pozbawionych prawa wybierania ogółem";"w tym liczba osób pozbawionych prawa wybierania posiadających obywatelstwo krajów UE";"w tym liczba osób pozbawionych prawa wybierania posiadających obywatelstwo UK"
"Powiat limanowski";"";"";"";132361;100659;100068;591;2;0;520;0;0
"=""120701""";"m. Limanowa";"limanowski";"Nowy Sącz";14339;11364;11312;52;0;0;51;0;0
"=""120702""";"m. Mszana Dolna";"limanowski";"Nowy Sącz";7796;6184;6091;93;1;0;42;0;0
"=""120703""";"gm. Dobra";"limanowski";"Nowy Sącz";10136;7817;7745;72;0;0;35;0;0
"=""120704""";"gm. Jodłownik";"limanowski";"Nowy Sącz";8739;6571;6529;42;0;0;50;0;0
"=""120705""";"gm. Kamienica";"limanowski";"Nowy Sącz";7985;6074;6033;41;0;0;20;0;0
"=""120706""";"gm. Laskowa";"limanowski";"Nowy Sącz";8249;6185;6144;41;0;0;30;0;0
"=""120707""";"gm. Limanowa";"limanowski";"Nowy Sącz";26264;19674;19621;53;0;0;92;0;0
"=""120708""";"gm. Łukowica";"limanowski";"Nowy Sącz";10267;7654;7617;37;0;0;30;0;0
"=""120709""";"gm. Mszana Dolna";"limanowski";"Nowy Sącz";17581;13355;13267;88;1;0;89;0;0
"=""120710""";"gm. Niedźwiedź";"limanowski";"Nowy Sącz";7390;5590;5557;33;0;0;35;0;0
"=""120711""";"gm. Słopnice";"limanowski";"Nowy Sącz";7075;5176;5163;13;0;0;27;0;0
"=""120712""";"gm. Tymbark";"limanowski";"Nowy Sącz";6540;5015;4989;26;0;0;19;0;0
"Powiat miechowski";"";"";"";46942;38663;38136;527;1;0;192;0;0
"=""120801""";"gm. Charsznica";"miechowski";"Kraków";7137;5962;5921;41;0;0;19;0;0
"=""120802""";"gm. Gołcza";"miechowski";"Kraków";5998;4853;4790;63;0;0;13;0;0
"=""120803""";"gm. Kozłów";"miechowski";"Kraków";4503;3773;3675;98;0;0;9;0;0
"=""120804""";"gm. Książ Wielki";"miechowski";"Kraków";4959;4029;3967;62;0;0;47;0;0
"=""120805""";"gm. Miechów";"miechowski";"Kraków";18406;15194;15034;160;1;0;94;0;0
"=""120806""";"gm. Racławice";"miechowski";"Kraków";2505;2009;1948;61;0;0;6;0;0
"=""120807""";"gm. Słaboszów";"miechowski";"Kraków";3434;2843;2801;42;0;0;4;0;0
"Powiat myślenicki";"";"";"";127392;98981;98203;778;2;0;331;0;0
"=""120901""";"gm. Dobczyce";"myślenicki";"Kraków";15188;11893;11691;202;0;0;19;0;0
"=""120902""";"gm. Lubień";"myślenicki";"Kraków";10046;7710;7666;44;0;0;26;0;0
"=""120903""";"gm. Myślenice";"myślenicki";"Kraków";43844;34395;34239;156;2;0;104;0;0
"=""120904""";"gm. Pcim";"myślenicki";"Kraków";11075;8623;8545;78;0;0;24;0;0
"=""120905""";"gm. Raciechowice";"myślenicki";"Kraków";6528;5067;4994;73;0;0;11;0;0
"=""120906""";"gm. Siepraw";"myślenicki";"Kraków";9286;7096;7017;79;0;0;19;0;0
"=""120907""";"gm. Sułkowice";"myślenicki";"Kraków";15045;11674;11620;54;0;0;94;0;0
"=""120908""";"gm. Tokarnia";"myślenicki";"Kraków";8868;6754;6730;24;0;0;15;0;0
"=""120909""";"gm. Wiśniowa";"myślenicki";"Kraków";7512;5769;5701;68;0;0;19;0;0
"Powiat nowosądecki";"";"";"";217628;166895;166056;839;4;0;680;0;0
"=""121001""";"m. Grybów";"nowosądecki";"Nowy Sącz";5925;4713;4678;35;0;0;10;0;0
"=""121002""";"gm. Chełmiec";"nowosądecki";"Nowy Sącz";29478;22507;22374;133;0;0;72;0;0
"=""121003""";"gm. Gródek nad Dunajcem";"nowosądecki";"Nowy Sącz";9247;7133;7072;61;0;0;88;0;0
"=""121004""";"gm. Grybów";"nowosądecki";"Nowy Sącz";25747;19197;19142;55;0;0;77;0;0
"=""121005""";"gm. Kamionka Wielka";"nowosądecki";"Nowy Sącz";10680;8016;7996;20;0;0;33;0;0
"=""121006""";"gm. Korzenna";"nowosądecki";"Nowy Sącz";14862;11251;11220;31;0;0;44;0;0
"=""121007""";"gm. Krynica-Zdrój";"nowosądecki";"Nowy Sącz";16004;12969;12806;163;1;0;50;0;0
"=""121008""";"gm. Łabowa";"nowosądecki";"Nowy Sącz";6136;4538;4519;19;0;0;25;0;0
"=""121009""";"gm. Łącko";"nowosądecki";"Nowy Sącz";16789;12533;12486;47;0;0;44;0;0
"=""121010""";"gm. Łososina Dolna";"nowosądecki";"Nowy Sącz";11239;8445;8411;34;0;0;24;0;0
"=""121011""";"gm. Muszyna";"nowosądecki";"Nowy Sącz";11413;9121;9054;67;2;0;34;0;0
"=""121012""";"gm. Nawojowa";"nowosądecki";"Nowy Sącz";8760;6647;6630;17;0;0;21;0;0
"=""121013""";"gm. Piwniczna-Zdrój";"nowosądecki";"Nowy Sącz";10352;8218;8171;47;1;0;31;0;0
"=""121014""";"gm. Podegrodzie";"nowosądecki";"Nowy Sącz";13695;10158;10120;38;0;0;38;0;0
"=""121015""";"gm. Rytro";"nowosądecki";"Nowy Sącz";3693;2924;2912;12;0;0;16;0;0
"=""121016""";"gm. Stary Sącz";"nowosądecki";"Nowy Sącz";23608;18525;18465;60;0;0;73;0;0
"Powiat nowotarski";"";"";"";187658;148795;147804;991;2;0;328;0;0
"=""121101""";"m. Nowy Targ";"nowotarski";"Nowy Sącz";31058;25433;25227;206;0;0;51;0;0
"=""121102""";"gm. Szczawnica";"nowotarski";"Nowy Sącz";6871;5576;5502;74;0;0;14;0;0
"=""121103""";"gm. Czarny Dunajec";"nowotarski";"Nowy Sącz";22198;17794;17700;94;1;0;32;0;0
"=""121104""";"gm. Czorsztyn";"nowotarski";"Nowy Sącz";7619;6009;5967;42;0;0;14;0;0
"=""121105""";"gm. Jabłonka";"nowotarski";"Nowy Sącz";18830;14299;14271;28;0;0;25;0;0
"=""121106""";"gm. Krościenko nad Dunajcem";"nowotarski";"Nowy Sącz";6777;5336;5218;118;0;0;19;0;0
"=""121107""";"gm. Lipnica Wielka";"nowotarski";"Nowy Sącz";6052;4558;4518;40;0;0;6;0;0
"=""121108""";"gm. Łapsze Niżne";"nowotarski";"Nowy Sącz";9208;7320;7280;40;0;0;13;0;0
"=""121109""";"gm. Nowy Targ";"nowotarski";"Nowy Sącz";23860;18860;18812;48;0;0;43;0;0
"=""121110""";"gm. Ochotnica Dolna";"nowotarski";"Nowy Sącz";8582;6611;6584;27;1;0;13;0;0
"=""121111""";"gm. Raba Wyżna";"nowotarski";"Nowy Sącz";14533;11420;11354;66;0;0;28;0;0
"=""121112""";"gm. Rabka-Zdrój";"nowotarski";"Nowy Sącz";16386;13399;13306;93;0;0;45;0;0
"=""121113""";"gm. Spytkowice";"nowotarski";"Nowy Sącz";4726;3616;3588;28;0;0;11;0;0
"=""121114""";"gm. Szaflary";"nowotarski";"Nowy Sącz";10958;8564;8477;87;0;0;14;0;0
"Powiat olkuski";"";"";"";104167;86326;85736;593;0;0;177;0;0
"=""121201""";"m. Bukowno";"olkuski";"Kraków";9265;7823;7753;70;0;0;13;0;0
"=""121203""";"gm. Bolesław";"olkuski";"Kraków";7410;6156;6064;92;0;0;11;0;0
"=""121204""";"gm. Klucze";"olkuski";"Kraków";14342;11903;11763;140;0;0;23;0;0
"=""121205""";"gm. Olkusz";"olkuski";"Kraków";44626;36955;36763;192;0;0;77;0;0
"=""121206""";"gm. Trzyciąż";"olkuski";"Kraków";6986;5640;5594;46;0;0;14;0;0
"=""121207""";"gm. Wolbrom";"olkuski";"Kraków";21538;17849;17799;53;0;0;39;0;0
"Powiat oświęcimski";"";"";"";144984;118038;117326;712;1;0;513;0;0
"=""121301""";"m. Oświęcim";"oświęcimski";"Kraków";33691;28216;27990;226;1;0;74;0;0
"=""121302""";"gm. Brzeszcze";"oświęcimski";"Kraków";19945;16369;16215;154;0;0;47;0;0
"=""121303""";"gm. Chełmek";"oświęcimski";"Kraków";12047;9910;9851;59;0;0;140;0;0
"=""121304""";"gm. Kęty";"oświęcimski";"Kraków";32477;26179;26075;104;0;0;102;0;0
"=""121305""";"gm. Osiek";"oświęcimski";"Kraków";8154;6465;6454;11;0;0;16;0;0
"=""121306""";"gm. Oświęcim";"oświęcimski";"Kraków";18741;14984;14894;90;0;0;79;0;0
"=""121307""";"gm. Polanka Wielka";"oświęcimski";"Kraków";4296;3396;3392;4;0;0;5;0;0
"=""121308""";"gm. Przeciszów";"oświęcimski";"Kraków";6560;5286;5267;19;0;0;12;0;0
"=""121309""";"gm. Zator";"oświęcimski";"Kraków";9073;7233;7188;45;0;0;38;0;0
"Powiat proszowicki";"";"";"";41962;34253;33758;495;0;0;159;0;0
"=""121401""";"gm. Koniusza";"proszowicki";"Kraków";8920;7021;6923;98;0;0;94;0;0
"=""121402""";"gm. Koszyce";"proszowicki";"Kraków";5266;4398;4342;56;0;0;8;0;0
"=""121403""";"gm. Nowe Brzesko";"proszowicki";"Kraków";5522;4555;4472;83;0;0;8;0;0
"=""121404""";"gm. Pałecznica";"proszowicki";"Kraków";3520;2812;2780;32;0;0;14;0;0
"=""121405""";"gm. Proszowice";"proszowicki";"Kraków";15466;12783;12617;166;0;0;26;0;0
"=""121406""";"gm. Radziemice";"proszowicki";"Kraków";3268;2684;2624;60;0;0;9;0;0
"Powiat suski";"";"";"";82531;65733;65057;673;0;0;222;0;0
"=""121501""";"m. Jordanów";"suski";"Nowy Sącz";5166;4124;4067;57;0;0;38;0;0
"=""121502""";"m. Sucha Beskidzka";"suski";"Nowy Sącz";8672;7200;7117;83;0;0;17;0;0
"=""121503""";"gm. Budzów";"suski";"Nowy Sącz";8873;6795;6763;32;0;0;25;0;0
"=""121504""";"gm. Bystra-Sidzina";"suski";"Nowy Sącz";6872;5331;5294;34;0;0;14;0;0
"=""121505""";"gm. Jordanów";"suski";"Nowy Sącz";11121;8668;8604;64;0;0;27;0;0
"=""121506""";"gm. Maków Podhalański";"suski";"Nowy Sącz";15514;12470;12363;107;0;0;43;0;0
"=""121507""";"gm. Stryszawa";"suski";"Nowy Sącz";11938;9547;9422;125;0;0;20;0;0
"=""121508""";"gm. Zawoja";"suski";"Nowy Sącz";8886;7156;7034;122;0;0;22;0;0
"=""121509""";"gm. Zembrzyce";"suski";"Nowy Sącz";5489;4442;4393;49;0;0;16;0;0
"Powiat tarnowski";"";"";"";198624;158960;158070;889;2;0;619;0;0
"=""121601""";"gm. Ciężkowice";"tarnowski";"Tarnów";11227;8787;8738;49;0;0;26;0;0
"=""121602""";"gm. Gromnik";"tarnowski";"Tarnów";8860;6881;6849;32;0;0;31;0;0
"=""121603""";"gm. Lisia Góra";"tarnowski";"Tarnów";15575;12108;12045;63;0;0;37;0;0
"=""121604""";"gm. Pleśna";"tarnowski";"Tarnów";11810;9481;9440;40;0;0;25;0;0
"=""121605""";"gm. Radłów";"tarnowski";"Tarnów";9369;7672;7632;40;0;0;24;0;0
"=""121606""";"gm. Ryglice";"tarnowski";"Tarnów";11466;9112;9079;33;0;0;26;0;0
"=""121607""";"gm. Rzepiennik Strzyżewski";"tarnowski";"Tarnów";6720;5324;5272;52;1;0;16;0;0
"=""121608""";"gm. Skrzyszów";"tarnowski";"Tarnów";14326;11368;11334;34;0;0;29;0;0
"=""121609""";"gm. Tarnów";"tarnowski";"Tarnów";25849;20822;20709;113;0;0;71;0;0
"=""121610""";"gm. Tuchów";"tarnowski";"Tarnów";17320;13903;13770;133;1;0;97;0;0
"=""121611""";"gm. Wierzchosławice";"tarnowski";"Tarnów";10556;8602;8541;61;0;0;29;0;0
"=""121612""";"gm. Wietrzychowice";"tarnowski";"Tarnów";3771;3222;3206;16;0;0;20;0;0
"=""121613""";"gm. Wojnicz";"tarnowski";"Tarnów";13179;10626;10553;73;0;0;38;0;0
"=""121614""";"gm. Zakliczyn";"tarnowski";"Tarnów";12494;9705;9620;85;0;0;73;0;0
"=""121615""";"gm. Żabno";"tarnowski";"Tarnów";18391;15134;15089;45;0;0;65;0;0
"=""121616""";"gm. Szerzyny";"tarnowski";"Tarnów";7711;6213;6193;20;0;0;12;0;0
"Powiat tatrzański";"";"";"";65117;52156;51699;457;4;0;151;0;0
"=""121701""";"m. Zakopane";"tatrzański";"Nowy Sącz";24656;20450;20217;233;3;0;49;0;0
"=""121702""";"gm. Biały Dunajec";"tatrzański";"Nowy Sącz";6868;5448;5426;22;0;0;13;0;0
"=""121703""";"gm. Bukowina Tatrzańska";"tatrzański";"Nowy Sącz";13460;10437;10380;57;0;0;57;0;0
"=""121704""";"gm. Kościelisko";"tatrzański";"Nowy Sącz";8625;6907;6828;79;0;0;14;0;0
"=""121705""";"gm. Poronin";"tatrzański";"Nowy Sącz";11508;8914;8848;66;1;0;18;0;0
"Powiat wadowicki";"";"";"";155559;124067;123204;862;6;0;361;0;0
"=""121801""";"gm. Andrychów";"wadowicki";"Kraków";41553;33322;33187;135;0;0;66;0;0
"=""121802""";"gm. Brzeźnica";"wadowicki";"Kraków";10463;8254;8119;135;0;0;15;0;0
"=""121803""";"gm. Kalwaria Zebrzydowska";"wadowicki";"Kraków";19737;15785;15644;141;0;0;44;0;0
"=""121804""";"gm. Lanckorona";"wadowicki";"Kraków";6164;4833;4764;69;1;0;76;0;0
"=""121805""";"gm. Mucharz";"wadowicki";"Kraków";4143;3282;3257;24;0;0;6;0;0
"=""121806""";"gm. Spytkowice";"wadowicki";"Kraków";10046;7988;7953;35;0;0;17;0;0
"=""121807""";"gm. Stryszów";"wadowicki";"Kraków";6778;5438;5394;44;0;0;12;0;0
"=""121808""";"gm. Tomice";"wadowicki";"Kraków";8131;6305;6277;28;0;0;9;0;0
"=""121809""";"gm. Wadowice";"wadowicki";"Kraków";35850;29079;28863;216;4;0;100;0;0
"=""121810""";"gm. Wieprz";"wadowicki";"Kraków";12694;9781;9746;35;1;0;16;0;0
"Powiat wielicki";"";"";"";130879;101515;100076;1439;11;0;277;0;0
"=""121901""";"gm. Biskupice";"wielicki";"Kraków";10727;8278;8146;132;1;0;26;0;0
"=""121902""";"gm. Gdów";"wielicki";"Kraków";18333;14276;13995;281;0;0;48;0;0
"=""121903""";"gm. Kłaj";"wielicki";"Kraków";10746;8602;8449;153;0;0;28;0;0
"=""121904""";"gm. Niepołomice";"wielicki";"Kraków";30117;22927;22647;280;1;0;50;0;0
"=""121905""";"gm. Wieliczka";"wielicki";"Kraków";60956;47432;46839;593;9;0;125;0;0
"Miasto na prawach powiatu";"";"";""
"=""126101""";"m. Kraków";"Kraków";"Kraków";706244;574011;560931;13079;154;1;1889;0;0
"Miasto na prawach powiatu";"";"";""
"=""126201""";"m. Nowy Sącz";"Nowy Sącz";"Nowy Sącz";77560;62946;62432;514;0;0;278;0;0
"Miasto na prawach powiatu";"";"";""
"=""126301""";"m. Tarnów";"Tarnów";"Tarnów";98441;83047;82580;467;3;0;283;0;0
"Powiat białobrzeski";"";"";"";33059;26255;25991;264;1;0;58;0;0
"=""140101""";"gm. Białobrzegi";"białobrzeski";"Radom";9800;7891;7852;39;1;0;18;0;0
"=""140102""";"gm. Promna";"białobrzeski";"Radom";5534;4400;4339;61;0;0;6;0;0
"=""140103""";"gm. Radzanów";"białobrzeski";"Radom";3853;3032;3005;27;0;0;6;0;0
"=""140104""";"gm. Stara Błotnica";"białobrzeski";"Radom";5542;4243;4189;54;0;0;4;0;0
"=""140105""";"gm. Stromiec";"białobrzeski";"Radom";5516;4399;4368;31;0;0;21;0;0
"=""140106""";"gm. Wyśmierzyce";"białobrzeski";"Radom";2814;2290;2238;52;0;0;3;0;0
"Powiat ciechanowski";"";"";"";84858;69158;68723;435;3;0;155;0;0
"=""140201""";"m. Ciechanów";"ciechanowski";"Ciechanów";40813;33670;33563;107;1;0;87;0;0
"=""140202""";"gm. Ciechanów";"ciechanowski";"Ciechanów";7227;5737;5713;24;0;0;8;0;0
"=""140203""";"gm. Glinojeck";"ciechanowski";"Ciechanów";7364;5955;5878;77;1;0;11;0;0
"=""140204""";"gm. Gołymin-Ośrodek";"ciechanowski";"Ciechanów";3692;2962;2938;24;0;0;4;0;0
"=""140205""";"gm. Grudusk";"ciechanowski";"Ciechanów";3419;2790;2779;11;0;0;2;0;0
"=""140206""";"gm. Ojrzeń";"ciechanowski";"Ciechanów";4200;3378;3324;54;0;0;13;0;0
"=""140207""";"gm. Opinogóra Górna";"ciechanowski";"Ciechanów";5921;4766;4749;17;0;0;7;0;0
"=""140208""";"gm. Regimin";"ciechanowski";"Ciechanów";4835;3912;3833;79;1;0;7;0;0
"=""140209""";"gm. Sońsk";"ciechanowski";"Ciechanów";7387;5988;5946;42;0;0;16;0;0
"Powiat garwoliński";"";"";"";107964;84427;83577;850;2;0;207;0;0
"=""140301""";"m. Garwolin";"garwoliński";"Siedlce";17136;13404;13331;73;0;0;23;0;0
"=""140302""";"m. Łaskarzew";"garwoliński";"Siedlce";4702;3826;3750;76;0;0;10;0;0
"=""140303""";"gm. Borowie";"garwoliński";"Siedlce";5192;4126;4064;62;0;0;11;0;0
"=""140304""";"gm. Garwolin";"garwoliński";"Siedlce";13550;10302;10239;63;0;0;15;0;0
"=""140305""";"gm. Górzno";"garwoliński";"Siedlce";6678;5062;5030;32;0;0;9;0;0
"=""140306""";"gm. Łaskarzew";"garwoliński";"Siedlce";5363;4203;4185;18;0;0;5;0;0
"=""140307""";"gm. Maciejowice";"garwoliński";"Siedlce";6808;5564;5525;39;0;0;9;0;0
"=""140308""";"gm. Miastków Kościelny";"garwoliński";"Siedlce";4775;3743;3712;31;0;0;4;0;0
"=""140309""";"gm. Parysów";"garwoliński";"Siedlce";4195;3203;3132;71;0;0;10;0;0
"=""140310""";"gm. Pilawa";"garwoliński";"Siedlce";10812;8411;8281;130;0;0;21;0;0
"=""140311""";"gm. Sobolew";"garwoliński";"Siedlce";8122;6282;6243;39;0;0;12;0;0
"=""140312""";"gm. Trojanów";"garwoliński";"Siedlce";7241;5699;5662;37;0;0;58;0;0
"=""140313""";"gm. Wilga";"garwoliński";"Siedlce";5195;4191;4082;109;2;0;6;0;0
"=""140314""";"gm. Żelechów";"garwoliński";"Siedlce";8195;6411;6341;70;0;0;14;0;0
"Powiat gostyniński";"";"";"";42340;34971;34666;305;1;0;141;0;0
"=""140401""";"m. Gostynin";"gostyniński";"Płock";16595;13943;13901;42;0;0;49;0;0
"=""140402""";"gm. Gostynin";"gostyniński";"Płock";11774;9581;9465;116;1;0;32;0;0
"=""140403""";"gm. Pacyna";"gostyniński";"Płock";3372;2772;2707;65;0;0;31;0;0
"=""140404""";"gm. Sanniki";"gostyniński";"Płock";5807;4761;4719;42;0;0;12;0;0
"=""140405""";"gm. Szczawin Kośc.";"gostyniński";"Płock";4792;3914;3874;40;0;0;17;0;0
"Powiat grodziski";"";"";"";96794;75105;72765;2340;19;1;85;0;0
"=""140501""";"m. Milanówek";"grodziski";"Warszawa";15773;12799;12255;544;7;0;21;0;0
"=""140502""";"m. Podkowa Leśna";"grodziski";"Warszawa";3768;3122;2874;248;6;0;1;0;0
"=""140503""";"gm. Baranów";"grodziski";"Warszawa";5216;4061;3948;113;0;0;5;0;0
"=""140504""";"gm. Grodzisk Mazowiecki";"grodziski";"Warszawa";49195;37494;36778;716;6;1;40;0;0
"=""140505""";"gm. Jaktorów";"grodziski";"Warszawa";12923;9977;9757;220;0;0;11;0;0
"=""140506""";"gm. Żabia Wola";"grodziski";"Warszawa";9919;7652;7153;499;0;0;7;0;0
"Powiat grójecki";"";"";"";95175;76600;75301;1299;5;0;155;0;0
"=""140601""";"gm. Belsk Duży";"grójecki";"Radom";6259;5126;5078;48;1;0;6;0;0
"=""140602""";"gm. Błędów";"grójecki";"Radom";7251;5944;5901;43;0;0;6;0;0
"=""140603""";"gm. Chynów";"grójecki";"Radom";9863;7830;7608;222;0;0;15;0;0
"=""140604""";"gm. Goszczyn";"grójecki";"Radom";2913;2317;2212;105;0;0;7;0;0
"=""140605""";"gm. Grójec";"grójecki";"Radom";24540;19570;19196;374;4;0;31;0;0
"=""140606""";"gm. Jasieniec";"grójecki";"Radom";5295;4221;4164;57;0;0;4;0;0
"=""140607""";"gm. Mogielnica";"grójecki";"Radom";8347;6880;6807;73;0;0;10;0;0
"=""140608""";"gm. Nowe Miasto nad Pilicą";"grójecki";"Radom";7368;6087;5972;115;0;0;34;0;0
"=""140609""";"gm. Pniewy";"grójecki";"Radom";4803;3800;3634;166;0;0;3;0;0
"=""140611""";"gm. Warka";"grójecki";"Radom";18536;14825;14729;96;0;0;39;0;0
"Powiat kozienicki";"";"";"";58294;47923;47085;838;1;0;98;0;0
"=""140701""";"gm. Garbatka-Letnisko";"kozienicki";"Radom";4864;4051;3951;100;0;0;7;0;0
"=""140702""";"gm. Głowaczów";"kozienicki";"Radom";7136;5761;5603;158;0;0;11;0;0
"=""140703""";"gm. Gniewoszów";"kozienicki";"Radom";3744;3041;3011;30;0;0;7;0;0
"=""140704""";"gm. Grabów nad Pilicą";"kozienicki";"Radom";3953;3181;3034;147;0;0;5;0;0
"=""140705""";"gm. Kozienice";"kozienicki";"Radom";27952;23246;23133;113;0;0;55;0;0
"=""140706""";"gm. Magnuszew";"kozienicki";"Radom";6795;5459;5244;215;1;0;8;0;0
"=""140707""";"gm. Sieciechów";"kozienicki";"Radom";3850;3184;3109;75;0;0;5;0;0
"Powiat legionowski";"";"";"";118453;92762;89483;3279;9;1;123;0;0
"=""140801""";"m. Legionowo";"legionowski";"Warszawa";49415;39519;38946;573;4;0;63;0;0
"=""140802""";"gm. Jabłonna";"legionowski";"Warszawa";19756;15123;14444;679;2;0;12;0;0
"=""140803""";"gm. Nieporęt";"legionowski";"Warszawa";15282;11987;11192;795;2;0;17;0;0
"=""140804""";"gm. Serock";"legionowski";"Warszawa";16307;12851;12085;766;0;1;15;0;0
"=""140805""";"gm. Wieliszew";"legionowski";"Warszawa";17693;13282;12816;466;1;0;16;0;0
"Powiat lipski";"";"";"";32830;27154;26962;192;0;0;76;0;0
"=""140901""";"gm. Chotcza";"lipski";"Radom";2299;1903;1879;24;0;0;2;0;0
"=""140902""";"gm. Ciepielów";"lipski";"Radom";5486;4432;4408;24;0;0;8;0;0
"=""140903""";"gm. Lipsko";"lipski";"Radom";10425;8728;8686;42;0;0;41;0;0
"=""140904""";"gm. Rzeczniów";"lipski";"Radom";4231;3475;3460;15;0;0;14;0;0
"=""140905""";"gm. Sienno";"lipski";"Radom";5621;4626;4575;51;0;0;6;0;0
"=""140906""";"gm. Solec nad Wisłą";"lipski";"Radom";4768;3990;3954;36;0;0;5;0;0
"Powiat łosicki";"";"";"";29873;24213;23996;217;1;0;74;0;0
"=""141001""";"gm. Huszlew";"łosicki";"Siedlce";2751;2183;2167;16;0;0;7;0;0
"=""141002""";"gm. Łosice";"łosicki";"Siedlce";10566;8530;8487;43;0;0;25;0;0
"=""141003""";"gm. Olszanka";"łosicki";"Siedlce";2925;2321;2306;15;0;0;8;0;0
"=""141004""";"gm. Platerów";"łosicki";"Siedlce";4640;3725;3701;24;0;0;16;0;0
"=""141005""";"gm. Sarnaki";"łosicki";"Siedlce";4419;3752;3653;99;1;0;13;0;0
"=""141006""";"gm. Stara Kornica";"łosicki";"Siedlce";4572;3702;3682;20;0;0;5;0;0
"Powiat makowski";"";"";"";43197;34907;34495;412;2;0;106;0;0
"=""141101""";"m. Maków Mazowiecki";"makowski";"Ostrołęka";8869;7295;7249;46;0;0;16;0;0
"=""141102""";"gm. Czerwonka";"makowski";"Ostrołęka";2620;2090;2046;44;0;0;11;0;0
"=""141103""";"gm. Karniewo";"makowski";"Ostrołęka";5062;4057;4025;32;0;0;10;0;0
"=""141104""";"gm. Krasnosielc";"makowski";"Ostrołęka";6185;4934;4900;34;0;0;15;0;0
"=""141105""";"gm. Młynarze";"makowski";"Ostrołęka";1672;1333;1313;20;0;0;6;0;0
"=""141106""";"gm. Płoniawy-Bramura";"makowski";"Ostrołęka";5111;4163;4123;40;0;0;15;0;0
"=""141107""";"gm. Różan";"makowski";"Ostrołęka";4369;3537;3439;98;1;0;10;0;0
"=""141108""";"gm. Rzewnie";"makowski";"Ostrołęka";2587;2097;2046;51;0;0;7;0;0
"=""141109""";"gm. Sypniewo";"makowski";"Ostrołęka";3117;2502;2488;14;0;0;10;0;0
"=""141110""";"gm. Szelków";"makowski";"Ostrołęka";3605;2899;2866;33;1;0;6;0;0
"Powiat miński";"";"";"";150869;118405;116473;1932;1;0;406;0;0
"=""141201""";"m. Mińsk Mazowiecki";"miński";"Siedlce";37836;29931;29689;242;0;0;64;0;0
"=""141204""";"gm. Cegłów";"miński";"Siedlce";5941;4722;4673;49;0;0;128;0;0
"=""141205""";"gm. Dębe Wielkie";"miński";"Siedlce";11086;8393;8133;260;0;0;20;0;0
"=""141206""";"gm. Dobre";"miński";"Siedlce";5928;4718;4608;110;0;0;18;0;0
"=""141207""";"gm. Halinów";"miński";"Siedlce";16334;12506;12165;341;1;0;21;0;0
"=""141208""";"gm. Jakubów";"miński";"Siedlce";5089;3941;3883;58;0;0;15;0;0
"=""141209""";"gm. Kałuszyn";"miński";"Siedlce";5551;4483;4444;39;0;0;17;0;0
"=""141210""";"gm. Latowicz";"miński";"Siedlce";5265;4148;4120;28;0;0;7;0;0
"=""141211""";"gm. Mińsk Mazowiecki";"miński";"Siedlce";15700;12177;12074;103;0;0;15;0;0
"=""141212""";"gm. Mrozy";"miński";"Siedlce";8543;6792;6726;66;0;0;19;0;0
"=""141213""";"gm. Siennica";"miński";"Siedlce";7473;5748;5663;85;0;0;51;0;0
"=""141214""";"gm. Stanisławów";"miński";"Siedlce";6866;5377;5226;151;0;0;7;0;0
"=""141215""";"m. Sulejówek";"miński";"Siedlce";19257;15469;15069;400;0;0;24;0;0
"Powiat mławski";"";"";"";69121;55931;55417;514;1;0;129;0;0
"=""141301""";"m. Mława";"mławski";"Ciechanów";29095;23605;23506;99;0;0;46;0;0
"=""141302""";"gm. Dzierzgowo";"mławski";"Ciechanów";2847;2298;2272;26;0;0;11;0;0
"=""141303""";"gm. Lipowiec Kościelny";"mławski";"Ciechanów";4653;3795;3763;32;0;0;8;0;0
"=""141304""";"gm. Radzanów";"mławski";"Ciechanów";3214;2600;2517;83;0;0;6;0;0
"=""141305""";"gm. Strzegowo";"mławski";"Ciechanów";7313;5930;5869;61;0;0;13;0;0
"=""141306""";"gm. Stupsk";"mławski";"Ciechanów";4646;3756;3711;45;1;0;10;0;0
"=""141307""";"gm. Szreńsk";"mławski";"Ciechanów";3981;3211;3166;45;0;0;7;0;0
"=""141308""";"gm. Szydłowo";"mławski";"Ciechanów";4427;3580;3524;56;0;0;6;0;0
"=""141309""";"gm. Wieczfnia Kościelna";"mławski";"Ciechanów";3839;3084;3052;32;0;0;8;0;0
"=""141310""";"gm. Wiśniewo";"mławski";"Ciechanów";5106;4072;4037;35;0;0;14;0;0
"Powiat nowodworski";"";"";"";75953;61306;59285;2021;2;0;107;0;0
"=""141401""";"m. Nowy Dwór Mazowiecki";"nowodworski";"Warszawa";26391;21275;20944;331;1;0;23;0;0
"=""141402""";"gm. Czosnów";"nowodworski";"Warszawa";9978;8063;7398;665;0;0;8;0;0
"=""141403""";"gm. Leoncin";"nowodworski";"Warszawa";5561;4482;4172;310;0;0;5;0;0
"=""141404""";"gm. Nasielsk";"nowodworski";"Warszawa";19169;15336;15112;224;0;0;44;0;0
