KOD TERYTORIALNY;Gmina;Powiat;Delegatura;Liczba mieszkańców;Liczba wyborców ogółem;Liczba wyborców wpisanych z urzędu;Liczba wyborców ujętych w stałym obwodzie w CRW na wniosek
141101;m. Maków Mazowiecki;makowski;Ostrołęka;9330;7637;7592;45
141102;gm. Czerwonka;makowski;Ostrołęka;2691;2149;2093;56
141103;gm. Karniewo;makowski;Ostrołęka;5232;4177;4141;36
141104;gm. Krasnosielc;makowski;Ostrołęka;6443;5156;5117;39
141105;gm. Młynarze;makowski;Ostrołęka;1753;1379;1347;32
141106;gm. Płoniawy-Bramura;makowski;Ostrołęka;5419;4438;4401;37
141107;gm. Różan;makowski;Ostrołęka;4462;3604;3492;112
141108;gm. Rzewnie;makowski;Ostrołęka;2703;2193;2129;64
141109;gm. Sypniewo;makowski;Ostrołęka;3297;2662;2644;18
141110;gm. Szelków;makowski;Ostrołęka;3653;2943;2905;38
Powiat miński;;;;150710;118613;116625;1988
141201;m. Mińsk Mazowiecki;miński;Siedlce;39012;30693;30453;240
141204;gm. Cegłów;miński;Siedlce;6053;4839;4777;62
141205;gm. Dębe Wielkie;miński;Siedlce;10420;7978;7719;259
141206;gm. Dobre;miński;Siedlce;6046;4834;4693;141
141207;gm. Halinów;miński;Siedlce;15822;12097;11756;341
141208;gm. Jakubów;miński;Siedlce;5110;3995;3926;69
141209;gm. Kałuszyn;miński;Siedlce;5781;4664;4618;46
141210;gm. Latowicz;miński;Siedlce;5377;4218;4186;32
141211;gm. Mińsk Mazowiecki;miński;Siedlce;15098;11806;11684;122
141212;gm. Mrozy;miński;Siedlce;8617;6874;6805;69
141213;gm. Siennica;miński;Siedlce;7385;5799;5693;106
141214;gm. Stanisławów;miński;Siedlce;6774;5383;5225;158
141215;m. Sulejówek;miński;Siedlce;19215;15433;15090;343
Powiat mławski;;;;71420;57836;57243;593
141301;m. Mława;mławski;Ciechanów;29714;24182;24074;108
141302;gm. Dzierzgowo;mławski;Ciechanów;3063;2479;2446;33
141303;gm. Lipowiec Kościelny;mławski;Ciechanów;4810;3924;3884;40
141304;gm. Radzanów;mławski;Ciechanów;3432;2770;2672;98
141305;gm. Strzegowo;mławski;Ciechanów;7619;6197;6128;69
141306;gm. Stupsk;mławski;Ciechanów;4816;3892;3841;51
141307;gm. Szreńsk;mławski;Ciechanów;4213;3403;3349;54
141308;gm. Szydłowo;mławski;Ciechanów;4579;3691;3627;64
141309;gm. Wieczfnia Kościelna;mławski;Ciechanów;4012;3169;3129;40
141310;gm. Wiśniewo;mławski;Ciechanów;5162;4129;4093;36
Powiat nowodworski;;;;77256;62380;60020;2360
141401;m. Nowy Dwór Mazowiecki;nowodworski;Warszawa;26979;21640;21309;331
141402;gm. Czosnów;nowodworski;Warszawa;9953;8085;7291;794
141403;gm. Leoncin;nowodworski;Warszawa;5583;4534;4155;379
141404;gm. Nasielsk;nowodworski;Warszawa;19591;15697;15414;283
141405;gm. Pomiechówek;nowodworski;Warszawa;8974;7312;7053;259
141406;gm. Zakroczym;nowodworski;Warszawa;6176;5112;4798;314
Powiat ostrołęcki;;;;89177;70332;69437;895
141501;gm. Baranowo;ostrołęcki;Ostrołęka;6545;5298;5240;58
141502;gm. Czarnia;ostrołęcki;Ostrołęka;2581;1997;1978;19
141503;gm. Czerwin;ostrołęcki;Ostrołęka;5191;4174;4090;84
141504;gm. Goworowo;ostrołęcki;Ostrołęka;8420;6796;6697;99
141505;gm. Kadzidło;ostrołęcki;Ostrołęka;11390;8988;8937;51
141506;gm. Lelis;ostrołęcki;Ostrołęka;9712;7498;7415;83
141507;gm. Łyse;ostrołęcki;Ostrołęka;8477;6595;6566;29
141508;gm. Myszyniec;ostrołęcki;Ostrołęka;10612;8367;8285;82
141509;gm. Olszewo-Borki;ostrołęcki;Ostrołęka;10779;8467;8291;176
141510;gm. Rzekuń;ostrołęcki;Ostrołęka;10696;8335;8173;162
141511;gm. Troszyn;ostrołęcki;Ostrołęka;4774;3817;3765;52
Powiat ostrowski;;;;72377;58942;58180;762
141601;m. Ostrów Mazowiecka;ostrowski;Ostrołęka;21970;17994;17841;153
141602;gm. Andrzejewo;ostrowski;Ostrołęka;4189;3431;3358;73
141603;gm. Boguty-Pianki;ostrowski;Ostrołęka;2608;2158;2143;15
141604;gm. Brok;ostrowski;Ostrołęka;2820;2335;2255;80
141605;gm. Małkinia Górna;ostrowski;Ostrołęka;11671;9460;9382;78
141606;gm. Nur;ostrowski;Ostrołęka;2786;2373;2328;45
141607;gm. Ostrów Mazowiecka;ostrowski;Ostrołęka;12857;10304;10172;132
141608;gm. Stary Lubotyń;ostrowski;Ostrołęka;3756;2971;2946;25
141609;gm. Szulborze Wielkie;ostrowski;Ostrołęka;1705;1394;1375;19
141610;gm. Wąsewo;ostrowski;Ostrołęka;4343;3528;3470;58
141611;gm. Zaręby Kościelne;ostrowski;Ostrołęka;3672;2994;2910;84
Powiat otwocki;;;;120054;95442;93604;1838
141701;m. Józefów;otwocki;Warszawa;19538;15102;14779;323
141702;m. Otwock;otwocki;Warszawa;42529;34331;33717;614
141703;gm. Celestynów;otwocki;Warszawa;11644;9304;9167;137
141704;gm. Karczew;otwocki;Warszawa;15380;12523;12385;138
141705;gm. Kołbiel;otwocki;Warszawa;8238;6505;6421;84
141706;gm. Osieck;otwocki;Warszawa;3655;2889;2865;24
141707;gm. Sobienie-Jeziory;otwocki;Warszawa;6345;5088;5034;54
141708;gm. Wiązowna;otwocki;Warszawa;12725;9700;9236;464
Powiat piaseczyński;;;;176728;135795;131112;4683
141801;gm. Góra Kalwaria;piaseczyński;Warszawa;26166;20804;20310;494
141802;gm. Konstancin-Jeziorna;piaseczyński;Warszawa;23580;19175;18466;709
141803;gm. Lesznowola;piaseczyński;Warszawa;26585;19074;18222;852
141804;gm. Piaseczno;piaseczyński;Warszawa;78215;59310;57511;1799
141805;gm. Prażmów;piaseczyński;Warszawa;10925;8522;8097;425
141806;gm. Tarczyn;piaseczyński;Warszawa;11257;8910;8506;404
Powiat płocki;;;;109921;88786;87457;1329
141901;gm. Bielsk;płocki;Płock;8958;7135;7010;125
141902;gm. Bodzanów;płocki;Płock;8163;6662;6576;86
141903;gm. Brudzeń Duży;płocki;Płock;8197;6563;6500;63
141904;gm. Bulkowo;płocki;Płock;5621;4549;4480;69
141905;gm. Drobin;płocki;Płock;7875;6254;6197;57
141906;gm. Gąbin;płocki;Płock;10885;8947;8876;71
141907;gm. Łąck;płocki;Płock;5367;4409;4274;135
141908;gm. Mała Wieś;płocki;Płock;5972;4906;4830;76
141909;gm. Nowy Duninów;płocki;Płock;3945;3206;3143;63
141910;gm. Radzanowo;płocki;Płock;8215;6618;6510;108
141911;gm. Słubice;płocki;Płock;4436;3625;3587;38
141912;gm. Słupno;płocki;Płock;7908;6302;6029;273
141913;gm. Stara Biała;płocki;Płock;11582;9192;9138;54
141914;gm. Staroźreby;płocki;Płock;7218;5835;5778;57
141915;gm. Wyszogród;płocki;Płock;5579;4583;4529;54
Powiat płoński;;;;85773;69610;68566;1044
142001;m. Płońsk;płoński;Ciechanów;21176;17277;17144;133
142002;m. Raciąż;płoński;Ciechanów;4356;3613;3483;130
142003;gm. Baboszewo;płoński;Ciechanów;7940;6374;6308;66
142004;gm. Czerwińsk nad Wisłą;płoński;Ciechanów;7598;6145;6082;63
142005;gm. Dzierzążnia;płoński;Ciechanów;3683;3023;2978;45
142006;gm. Joniec;płoński;Ciechanów;2640;2147;2066;81
142007;gm. Naruszewo;płoński;Ciechanów;6330;5108;5043;65
142008;gm. Nowe Miasto;płoński;Ciechanów;4572;3765;3664;101
142009;gm. Płońsk;płoński;Ciechanów;7877;6321;6244;77
142010;gm. Raciąż;płoński;Ciechanów;8073;6557;6503;54
142011;gm. Sochocin;płoński;Ciechanów;5870;4757;4609;148
142012;gm. Załuski;płoński;Ciechanów;5658;4523;4442;81
Powiat pruszkowski;;;;157943;124798;120993;3805
142101;m. Piastów;pruszkowski;Warszawa;21712;17650;17420;230
142102;m. Pruszków;pruszkowski;Warszawa;57918;45866;45230;636
142103;gm. Brwinów;pruszkowski;Warszawa;25558;20057;19284;773
142104;gm. Michałowice;pruszkowski;Warszawa;17710;13822;13323;499
142105;gm. Nadarzyn;pruszkowski;Warszawa;14036;10841;9724;1117
142106;gm. Raszyn;pruszkowski;Warszawa;21009;16562;16012;550
Powiat przasnyski;;;;52190;41557;41193;364
142201;m. Przasnysz;przasnyski;Ciechanów;16518;13339;13237;102
142202;gm. Chorzele;przasnyski;Ciechanów;10160;7981;7939;42
142203;gm. Czernice Borowe;przasnyski;Ciechanów;3777;3054;3020;34
142204;gm. Jednorożec;przasnyski;Ciechanów;7200;5657;5604;53
142205;gm. Krasne;przasnyski;Ciechanów;3695;2976;2958;18
142206;gm. Krzynowłoga Mała;przasnyski;Ciechanów;3572;2855;2773;82
142207;gm. Przasnysz;przasnyski;Ciechanów;7268;5695;5662;33
Powiat przysuski;;;;42241;34853;34244;609
142301;gm. Borkowice;przysuski;Radom;4362;3626;3534;92
142302;gm. Gielniów;przysuski;Radom;4582;3814;3715;99
142303;gm. Klwów;przysuski;Radom;3450;2752;2691;61
142304;gm. Odrzywół;przysuski;Radom;3810;3214;3124;90
142305;gm. Potworów;przysuski;Radom;4203;3350;3314;36
142306;gm. Przysucha;przysuski;Radom;11988;10114;10017;97
142307;gm. Rusinów;przysuski;Radom;4356;3575;3530;45
142308;gm. Wieniawa;przysuski;Radom;5490;4408;4319;89
Powiat pułtuski;;;;51350;41184;40335;849
142401;gm. Gzy;pułtuski;Ostrołęka;3764;3026;3000;26
142402;gm. Obryte;pułtuski;Ostrołęka;4895;3920;3789;131
142403;gm. Pokrzywnica;pułtuski;Ostrołęka;5071;4007;3847;160
142404;gm. Pułtusk;pułtuski;Ostrołęka;23859;19226;18971;255
142405;gm. Świercze;pułtuski;Ostrołęka;4728;3851;3718;133
142406;gm. Winnica;pułtuski;Ostrołęka;4141;3249;3221;28
142407;gm. Zatory;pułtuski;Ostrołęka;4892;3905;3789;116
Powiat radomski;;;;152135;120676;118897;1779
142501;m. Pionki;radomski;Radom;17586;14941;14878;63
142502;gm. Gózd;radomski;Radom;9041;6982;6829;153
142503;gm. Iłża;radomski;Radom;14787;12204;12169;35
142504;gm. Jastrzębia;radomski;Radom;7105;5569;5393;176
142505;gm. Jedlińsk;radomski;Radom;14443;11147;11028;119
142506;gm. Jedlnia-Letnisko;radomski;Radom;12960;10279;10063;216
142507;gm. Kowala;radomski;Radom;12133;9415;9188;227
142508;gm. Pionki;radomski;Radom;10076;8129;8042;87
142509;gm. Przytyk;radomski;Radom;7369;5738;5644;94
142510;gm. Skaryszew;radomski;Radom;14855;11423;11251;172
142511;gm. Wierzbica;radomski;Radom;9685;7746;7707;39
142512;gm. Wolanów;radomski;Radom;8996;7026;6826;200
142513;gm. Zakrzew;radomski;Radom;13099;10077;9879;198
Powiat siedlecki;;;;81886;65032;64381;651
142601;gm. Domanice;siedlecki;Siedlce;2680;2112;2069;43
142602;gm. Korczew;siedlecki;Siedlce;2651;2226;2191;35
142603;gm. Kotuń;siedlecki;Siedlce;8552;6827;6748;79
142604;gm. Mokobody;siedlecki;Siedlce;5017;4061;4004;57
142605;gm. Mordy;siedlecki;Siedlce;5854;4752;4694;58
142606;gm. Paprotnia;siedlecki;Siedlce;2617;2106;2074;32
142607;gm. Przesmyki;siedlecki;Siedlce;3245;2680;2648;32
142608;gm. Siedlce;siedlecki;Siedlce;18241;14202;14111;91
142609;gm. Skórzec;siedlecki;Siedlce;7884;6150;6094;56
142610;gm. Suchożebry;siedlecki;Siedlce;4722;3765;3719;46
142611;gm. Wiśniew;siedlecki;Siedlce;5846;4618;4587;31
142612;gm. Wodynie;siedlecki;Siedlce;4417;3595;3556;39
142613;gm. Zbuczyn;siedlecki;Siedlce;10160;7938;7886;52
Powiat sierpecki;;;;51473;41802;41192;610
142701;m. Sierpc;sierpecki;Płock;17468;14433;14352;81
142702;gm. Gozdowo;sierpecki;Płock;5951;4742;4676;66
142703;gm. Mochowo;sierpecki;Płock;6080;4894;4738;156
142704;gm. Rościszewo;sierpecki;Płock;4147;3365;3323;42
142705;gm. Sierpc;sierpecki;Płock;6894;5490;5430;60
142706;gm. Szczutowo;sierpecki;Płock;4342;3504;3405;99
142707;gm. Zawidz;sierpecki;Płock;6591;5374;5268;106
Powiat sochaczewski;;;;82339;66483;65787;696
142801;m. Sochaczew;sochaczewski;Płock;33924;27924;27770;154
142802;gm. Brochów;sochaczewski;Płock;4411;3580;3446;134
142803;gm. Iłów;sochaczewski;Płock;6139;4974;4908;66
142804;gm. Młodzieszyn;sochaczewski;Płock;5521;4456;4412;44
142805;gm. Nowa Sucha;sochaczewski;Płock;6692;5258;5185;73
142806;gm. Rybno;sochaczewski;Płock;3498;2758;2719;39
142807;gm. Sochaczew;sochaczewski;Płock;10785;8424;8369;55
142808;gm. Teresin;sochaczewski;Płock;11369;9109;8978;131
Powiat sokołowski;;;;54410;44728;44143;585
142901;m. Sokołów Podlaski;sokołowski;Siedlce;18714;15260;15087;173
142902;gm. Bielany;sokołowski;Siedlce;3755;3009;2958;51
142903;gm. Ceranów;sokołowski;Siedlce;2226;1889;1856;33
142904;gm. Jabłonna Lacka;sokołowski;Siedlce;4571;3788;3728;60
142905;gm. Kosów Lacki;sokołowski;Siedlce;6083;5047;5016;31
142906;gm. Repki;sokołowski;Siedlce;5229;4337;4282;55
142907;gm. Sabnie;sokołowski;Siedlce;3746;3086;3048;38
142908;gm. Sokołów Podlaski;sokołowski;Siedlce;6121;4960;4856;104
142909;gm. Sterdyń;sokołowski;Siedlce;3965;3352;3312;40
Powiat szydłowiecki;;;;39569;32224;31580;644
143001;gm. Chlewiska;szydłowiecki;Radom;6089;5102;4844;258
143002;gm. Jastrząb;szydłowiecki;Radom;5230;4217;4092;125
143003;gm. Mirów;szydłowiecki;Radom;3916;3079;3007;72
143004;gm. Orońsko;szydłowiecki;Radom;5954;4705;4616;89
143005;gm. Szydłowiec;szydłowiecki;Radom;18380;15121;15021;100
Powiat warszawski zachodni;;;;114162;89648;86252;3396
143201;gm. Błonie;warszawski zachodni;Warszawa;20936;16648;16315;333
143202;gm. Izabelin;warszawski zachodni;Warszawa;10295;8278;7859;419
143203;gm. Kampinos;warszawski zachodni;Warszawa;4366;3584;3399;185
143204;gm. Leszno;warszawski zachodni;Warszawa;9796;7830;7505;325
143205;gm. Łomianki;warszawski zachodni;Warszawa;26149;20429;19316;1113
143206;gm. Ożarów Mazowiecki;warszawski zachodni;Warszawa;24205;18614;18226;388
143207;gm. Stare Babice;warszawski zachodni;Warszawa;18415;14265;13632;633
Powiat węgrowski;;;;66167;53420;52892;528
143301;m. Węgrów;węgrowski;Siedlce;12679;10239;10190;49
143302;gm. Grębków;węgrowski;Siedlce;4490;3586;3552;34
143303;gm. Korytnica;węgrowski;Siedlce;6234;5039;4981;58
143304;gm. Liw;węgrowski;Siedlce;7402;6013;5995;18
143305;gm. Łochów;węgrowski;Siedlce;17768;14178;14008;170
143306;gm. Miedzna;węgrowski;Siedlce;3959;3273;3233;40
143307;gm. Sadowne;węgrowski;Siedlce;5929;4785;4706;79
143308;gm. Stoczek;węgrowski;Siedlce;4931;4007;3970;37
143309;gm. Wierzbno;węgrowski;Siedlce;2775;2300;2257;43
Powiat wołomiński;;;;238817;183424;179652;3772
143401;m. Kobyłka;wołomiński;Warszawa;23466;17802;17453;349
143402;m. Marki;wołomiński;Warszawa;33124;24542;24003;539
143403;m. Ząbki;wołomiński;Warszawa;34820;25495;24865;630
143404;m. Zielonka;wołomiński;Warszawa;16961;13619;13315;304
143405;gm. Dąbrówka;wołomiński;Warszawa;8029;6191;6060;131
143406;gm. Jadów;wołomiński;Warszawa;7552;6092;5882;210
143407;gm. Klembów;wołomiński;Warszawa;9864;7607;7432;175
143408;gm. Poświętne;wołomiński;Warszawa;6252;4868;4752;116
143409;gm. Radzymin;wołomiński;Warszawa;26515;19860;19282;578
143410;gm. Strachówka;wołomiński;Warszawa;2821;2303;2194;109
143411;gm. Tłuszcz;wołomiński;Warszawa;19853;15569;15380;189
143412;gm. Wołomin;wołomiński;Warszawa;49560;39476;39034;442
Powiat wyszkowski;;;;73537;58252;57376;876
143501;gm. Brańszczyk;wyszkowski;Ostrołęka;8209;6626;6488;138
143502;gm. Długosiodło;wyszkowski;Ostrołęka;7797;6167;6044;123
143503;gm. Rząśnik;wyszkowski;Ostrołęka;7042;5518;5435;83
143504;gm. Somianka;wyszkowski;Ostrołęka;5653;4472;4362;110
143505;gm. Wyszków;wyszkowski;Ostrołęka;38790;30772;30515;257
143506;gm. Zabrodzie;wyszkowski;Ostrołęka;6046;4697;4532;165
Powiat zwoleński;;;;36643;29651;29280;371
143601;gm. Kazanów;zwoleński;Radom;4637;3713;3628;85
143602;gm. Policzna;zwoleński;Radom;5735;4739;4623;116
143603;gm. Przyłęk;zwoleński;Radom;6175;5012;4945;67
143604;gm. Tczów;zwoleński;Radom;4964;3865;3831;34
143605;gm. Zwoleń;zwoleński;Radom;15132;12322;12253;69
Powiat żuromiński;;;;38777;31528;31278;250
143701;gm. Bieżuń;żuromiński;Ciechanów;4936;4039;4005;34
143702;gm. Kuczbork-Osada;żuromiński;Ciechanów;4771;3848;3833;15
143703;gm. Lubowidz;żuromiński;Ciechanów;6916;5595;5581;14
143704;gm. Lutocin;żuromiński;Ciechanów;4436;3577;3565;12
143705;gm. Siemiątkowo;żuromiński;Ciechanów;3527;2828;2726;102
143706;gm. Żuromin;żuromiński;Ciechanów;14191;11641;11568;73
Powiat żyrardowski;;;;72535;58372;57310;1062
143801;m. Żyrardów;żyrardowski;Płock;37223;30183;29881;302
143802;gm. Mszczonów;żyrardowski;Płock;11320;9043;8891;152
143803;gm. Puszcza Mariańska;żyrardowski;Płock;8467;6764;6644;120
143804;gm. Radziejowice;żyrardowski;Płock;5704;4463;4287;176
143805;gm. Wiskitki;żyrardowski;Płock;9821;7919;7607;312
Miasto na prawach powiatu;;;;;;;
146101;m. Ostrołęka;Ostrołęka;Ostrołęka;51227;40953;40468;485
Miasto na prawach powiatu;;;;;;;
146201;m. Płock;Płock;Płock;113453;93803;93236;567
Miasto na prawach powiatu;;;;;;;
146301;m. Radom;Radom;Radom;197184;162964;162324;640
Miasto na prawach powiatu;;;;;;;
146401;m. Siedlce;Siedlce;Siedlce;73856;58908;58387;521
Miasto stołeczne Warszawa;;;;1666621;1342650;1294399;48251
146502;Bemowo;Warszawa;Warszawa;118558;93568;90905;2663
146503;Białołęka;Warszawa;Warszawa;118787;85995;83688;2307
146504;Bielany;Warszawa;Warszawa;124144;102612;99376;3236
146505;Mokotów;Warszawa;Warszawa;203285;167954;161299;6655
146506;Ochota;Warszawa;Warszawa;75101;62196;59547;2649
146507;Praga-Południe;Warszawa;Warszawa;169683;139591;136274;3317
146508;Praga-Północ;Warszawa;Warszawa;57447;48042;46265;1777
146509;Rembertów;Warszawa;Warszawa;22652;18052;17562;490
146510;Śródmieście;Warszawa;Warszawa;101613;86843;82856;3987
146511;Targówek;Warszawa;Warszawa;117508;96129;94306;1823
146512;Ursus;Warszawa;Warszawa;56934;43507;41830;1677
146513;Ursynów;Warszawa;Warszawa;141853;112484;108611;3873
146514;Wawer;Warszawa;Warszawa;74559;58231;56247;1984
146515;Wesoła;Warszawa;Warszawa;24267;18896;17948;948
146516;Wilanów;Warszawa;Warszawa;39885;28098;26311;1787
146517;Włochy;Warszawa;Warszawa;40612;31977;30290;1687
146518;Wola;Warszawa;Warszawa;129359;107359;102370;4989
146519;Żoliborz;Warszawa;Warszawa;50374;41116;38714;2402
Powiat brzeski;;;;86186;70530;70144;386
160101;m. Brzeg;brzeski;Opole;33546;27802;27667;135
160102;gm. Skarbimierz;brzeski;Opole;7774;6179;6117;62
160103;gm. Grodków;brzeski;Opole;18802;15236;15198;38
160104;gm. Lewin Brzeski;brzeski;Opole;12506;10252;10201;51
160105;gm. Lubsza;brzeski;Opole;8755;7146;7084;62
160106;gm. Olszanka;brzeski;Opole;4803;3915;3877;38
Powiat głubczycki;;;;44095;36638;36389;249
160201;gm. Baborów;głubczycki;Opole;5890;4947;4939;8
160202;gm. Branice;głubczycki;Opole;6362;5301;5239;62
160203;gm. Głubczyce;głubczycki;Opole;21372;17663;17526;137
160204;gm. Kietrz;głubczycki;Opole;10471;8727;8685;42
Powiat kędzierzyńsko-kozielski;;;;87910;74273;73986;287
160301;m. Kędzierzyn-Koźle;kędzierzyńsko-kozielski;Opole;55685;47238;47112;126
160302;gm. Bierawa;kędzierzyńsko-kozielski;Opole;7438;6185;6105;80
160303;gm. Cisek;kędzierzyńsko-kozielski;Opole;5447;4557;4542;15
160304;gm. Pawłowiczki;kędzierzyńsko-kozielski;Opole;7300;6109;6089;20
160305;gm. Polska Cerekiew;kędzierzyńsko-kozielski;Opole;3959;3410;3390;20
160306;gm. Reńska Wieś;kędzierzyńsko-kozielski;Opole;8081;6774;6748;26
Powiat kluczborski;;;;62723;52570;52302;268
160401;gm. Byczyna;kluczborski;Opole;9051;7484;7425;59
160402;gm. Kluczbork;kluczborski;Opole;34117;28785;28659;126
160403;gm. Lasowice Wielkie;kluczborski;Opole;6642;5638;5613;25
160404;gm. Wołczyn;kluczborski;Opole;12913;10663;10605;58
Powiat krapkowicki;;;;60829;50735;50490;245
160501;gm. Gogolin;krapkowicki;Opole;12098;9946;9872;74
160502;gm. Krapkowice;krapkowicki;Opole;21706;18277;18155;122
160503;gm. Strzeleczki;krapkowicki;Opole;7201;5977;5961;16
160504;gm. Walce;krapkowicki;Opole;5395;4496;4482;14
160505;gm. Zdzieszowice;krapkowicki;Opole;14429;12039;12020;19
Powiat namysłowski;;;;41878;34230;33942;288
160601;gm. Domaszowice;namysłowski;Opole;3580;2912;2871;41
160602;gm. Namysłów;namysłowski;Opole;25454;20754;20616;138
160603;gm. Pokój;namysłowski;Opole;5091;4208;4171;37
160604;gm. Świerczów;namysłowski;Opole;3360;2825;2775;50
160605;gm. Wilków;namysłowski;Opole;4393;3531;3509;22
Powiat nyski;;;;132351;110873;110391;482
160701;gm. Głuchołazy;nyski;Opole;23197;19551;19472;79
160702;gm. Kamiennik;nyski;Opole;3401;2846;2832;14
160703;gm. Korfantów;nyski;Opole;8868;7393;7371;22
160704;gm. Łambinowice;nyski;Opole;7231;6015;5974;41
160705;gm. Nysa;nyski;Opole;54446;45767;45612;155
160706;gm. Otmuchów;nyski;Opole;13398;11117;11030;87
160707;gm. Paczków;nyski;Opole;12149;10181;10151;30
160708;gm. Pakosławice;nyski;Opole;3530;2995;2966;29
160709;gm. Skoroszyce;nyski;Opole;6131;5008;4983;25
Powiat oleski;;;;63148;52572;52336;236
160801;gm. Dobrodzień;oleski;Opole;9568;8000;7978;22
160802;gm. Gorzów Śląski;oleski;Opole;7102;5916;5882;34
160803;gm. Olesno;oleski;Opole;17205;14456;14385;71
160804;gm. Praszka;oleski;Opole;13348;11063;10997;66
160805;gm. Radłów;oleski;Opole;4222;3476;3473;3
160806;gm. Rudniki;oleski;Opole;8176;6710;6684;26
160807;gm. Zębowice;oleski;Opole;3527;2951;2937;14
Powiat opolski;;;;118678;98914;98211;703
160901;gm. Chrząstowice;opolski;Opole;6710;5573;5499;74
160902;gm. Dąbrowa;opolski;Opole;8022;6620;6565;55
160903;gm. Dobrzeń Wielki;opolski;Opole;9115;7495;7459;36
160904;gm. Komprachcice;opolski;Opole;8688;7304;7257;47
160905;gm. Łubniany;opolski;Opole;9455;7822;7725;97
160906;gm. Murów;opolski;Opole;5162;4417;4365;52
160907;gm. Niemodlin;opolski;Opole;12720;10425;10391;34
160908;gm. Ozimek;opolski;Opole;18591;15770;15713;57
160909;gm. Popielów;opolski;Opole;7788;6496;6455;41
160910;gm. Prószków;opolski;Opole;8717;7225;7177;48
160911;gm. Tarnów Opolski;opolski;Opole;9190;7683;7640;43
160912;gm. Tułowice;opolski;Opole;4991;4149;4123;26
160913;gm. Turawa;opolski;Opole;9529;7935;7842;93
Powiat prudnicki;;;;53200;44204;44038;166
161001;gm. Biała;prudnicki;Opole;10385;8616;8594;22
161002;gm. Głogówek;prudnicki;Opole;12822;10594;10521;73
161003;gm. Lubrza;prudnicki;Opole;4295;3507;3487;20
161004;gm. Prudnik;prudnicki;Opole;25698;21487;21436;51
Powiat strzelecki;;;;71988;59805;59588;217
161101;gm. Izbicko;strzelecki;Opole;5295;4357;4343;14
161102;gm. Jemielnica;strzelecki;Opole;7260;5986;5977;9
161103;gm. Kolonowskie;strzelecki;Opole;5738;4852;4834;18
161104;gm. Leśnica;strzelecki;Opole;7472;6209;6191;18
161105;gm. Strzelce Opolskie;strzelecki;Opole;28901;23962;23850;112
161106;gm. Ujazd;strzelecki;Opole;6337;5084;5049;35
161107;gm. Zawadzkie;strzelecki;Opole;10985;9355;9344;11
Miasto na prawach powiatu;;;;;;;
166101;m. Opole;Opole;Opole;119230;99105;98105;1000
Powiat bieszczadzki;;;;21838;17848;17548;300
180103;gm. Czarna;bieszczadzki;Krosno;2417;1936;1895;41
180105;gm. Lutowiska;bieszczadzki;Krosno;2137;1802;1743;59
180108;gm. Ustrzyki Dolne;bieszczadzki;Krosno;17284;14110;13910;200
Powiat brzozowski;;;;66263;52930;52515;415
180201;gm. Brzozów;brzozowski;Krosno;26877;21311;21116;195
180202;gm. Domaradz;brzozowski;Krosno;6111;4911;4866;45
180203;gm. Dydnia;brzozowski;Krosno;8053;6523;6479;44
180204;gm. Haczów;brzozowski;Krosno;9236;7386;7356;30
180205;gm. Jasienica Rosielna;brzozowski;Krosno;7845;6164;6104;60
180206;gm. Nozdrzec;brzozowski;Krosno;8141;6635;6594;41
Powiat dębicki;;;;134550;107816;107415;401
180301;m. Dębica;dębicki;Rzeszów;44344;36397;36278;119
180302;gm. Brzostek;dębicki;Rzeszów;13170;10482;10441;41
180303;gm. Czarna;dębicki;Rzeszów;13389;10490;10423;67
180304;gm. Dębica;dębicki;Rzeszów;25668;20317;20261;56
180305;gm. Jodłowa;dębicki;Rzeszów;5395;4333;4302;31
180306;gm. Pilzno;dębicki;Rzeszów;18282;14541;14503;38
180307;gm. Żyraków;dębicki;Rzeszów;14302;11256;11207;49
Powiat jarosławski;;;;119777;97407;96615;792
180401;m. Jarosław;jarosławski;Przemyśl;36353;30441;30161;280
180402;m. Radymno;jarosławski;Przemyśl;5287;4436;4386;50
180403;gm. Chłopice;jarosławski;Przemyśl;5608;4557;4531;26
180404;gm. Jarosław;jarosławski;Przemyśl;13116;10535;10504;31
180405;gm. Laszki;jarosławski;Przemyśl;6973;5544;5489;55
180406;gm. Pawłosiów;jarosławski;Przemyśl;8541;6973;6914;59
180407;gm. Pruchnik;jarosławski;Przemyśl;9835;7821;7752;69
180408;gm. Radymno;jarosławski;Przemyśl;11456;9116;9020;96
180409;gm. Rokietnica;jarosławski;Przemyśl;4496;3560;3559;1
180410;gm. Roźwienica;jarosławski;Przemyśl;6277;5060;5029;31
180411;gm. Wiązownica;jarosławski;Przemyśl;11835;9364;9270;94
Powiat jasielski;;;;113903;93166;92703;463
180501;m. Jasło;jasielski;Krosno;34610;28966;28790;176
180502;gm. Brzyska;jasielski;Krosno;6621;5299;5282;17
180503;gm. Dębowiec;jasielski;Krosno;8970;7047;7003;44
180504;gm. Jasło;jasielski;Krosno;16496;13474;13439;35
180505;gm. Kołaczyce;jasielski;Krosno;8942;7245;7211;34
180506;gm. Krempna;jasielski;Krosno;1890;1562;1546;16
180507;gm. Nowy Żmigród;jasielski;Krosno;9189;7498;7442;56
180508;gm. Osiek Jasielski;jasielski;Krosno;5369;4309;4278;31
180509;gm. Skołyszyn;jasielski;Krosno;12509;10170;10150;20
