Kod TERYT;Gmina;Powiat;Delegatura;Liczba mieszkańców;Liczba wyborców ogółem;Liczba wyborców wpisanych z urzędu;Liczba wyborców ujętych w stałym obwodzie w CRW na wniosek
200803;gm. Jaświły;moniecki;Białystok;4643;3893;3851;42
200804;gm. Knyszyn;moniecki;Białystok;4518;3733;3615;118
200805;gm. Krypno;moniecki;Białystok;3841;3137;3094;43
200806;gm. Mońki;moniecki;Białystok;13949;11540;11449;91
200807;gm. Trzcianne;moniecki;Białystok;4172;3437;3403;34
Powiat sejneński;;;;19070;15829;15654;175
200901;m. Sejny;sejneński;Suwałki;4812;4067;4026;41
200902;gm. Giby;sejneński;Suwałki;2608;2209;2148;61
200903;gm. Krasnopol;sejneński;Suwałki;3693;2970;2928;42
200904;gm. Puńsk;sejneński;Suwałki;4084;3384;3370;14
200905;gm. Sejny;sejneński;Suwałki;3873;3199;3182;17
Powiat siemiatycki;;;;42208;35389;34946;443
201001;m. Siemiatycze;siemiatycki;Białystok;13342;11222;11145;77
201002;gm. Drohiczyn;siemiatycki;Białystok;5973;5019;4970;49
201003;gm. Dziadkowice;siemiatycki;Białystok;2702;2199;2179;20
201004;gm. Grodzisk;siemiatycki;Białystok;3992;3335;3300;35
201005;gm. Mielnik;siemiatycki;Białystok;2272;1990;1886;104
201006;gm. Milejczyce;siemiatycki;Białystok;1729;1482;1409;73
201007;gm. Nurzec-Stacja;siemiatycki;Białystok;3688;3107;3083;24
201008;gm. Perlejewo;siemiatycki;Białystok;2712;2275;2261;14
201009;gm. Siemiatycze;siemiatycki;Białystok;5798;4760;4713;47
Powiat sokólski;;;;63394;52540;52037;503
201101;gm. Dąbrowa Białostocka;sokólski;Suwałki;10610;8973;8942;31
201102;gm. Janów;sokólski;Suwałki;3981;3316;3283;33
201103;gm. Korycin;sokólski;Suwałki;3205;2592;2569;23
201104;gm. Krynki;sokólski;Suwałki;2821;2411;2330;81
201105;gm. Kuźnica;sokólski;Suwałki;3832;3125;3086;39
201106;gm. Nowy Dwór;sokólski;Suwałki;2534;2091;2035;56
201107;gm. Sidra;sokólski;Suwałki;3277;2720;2686;34
201108;gm. Sokółka;sokólski;Suwałki;23794;19510;19389;121
201109;gm. Suchowola;sokólski;Suwałki;6541;5455;5408;47
201110;gm. Szudziałowo;sokólski;Suwałki;2799;2347;2309;38
Powiat suwalski;;;;35373;28296;27762;534
201201;gm. Bakałarzewo;suwalski;Suwałki;3092;2427;2406;21
201202;gm. Filipów;suwalski;Suwałki;4196;3363;3233;130
201203;gm. Jeleniewo;suwalski;Suwałki;3146;2492;2447;45
201204;gm. Przerośl;suwalski;Suwałki;2849;2260;2222;38
201205;gm. Raczki;suwalski;Suwałki;5740;4575;4546;29
201206;gm. Rutka-Tartak;suwalski;Suwałki;2318;1903;1884;19
201207;gm. Suwałki;suwalski;Suwałki;7858;6260;6091;169
201208;gm. Szypliszki;suwalski;Suwałki;3943;3180;3120;60
201209;gm. Wiżajny;suwalski;Suwałki;2231;1836;1813;23
Powiat wysokomazowiecki;;;;55223;44535;44237;298
201301;m. Wysokie Mazowieckie;wysokomazowiecki;Łomża;8982;7216;7160;56
201302;gm. Ciechanowiec;wysokomazowiecki;Łomża;8289;6888;6803;85
201303;gm. Czyżew;wysokomazowiecki;Łomża;6257;4996;4977;19
201304;gm. Klukowo;wysokomazowiecki;Łomża;4167;3380;3369;11
201305;gm. Kobylin-Borzymy;wysokomazowiecki;Łomża;3136;2600;2591;9
201306;gm. Kulesze Kościelne;wysokomazowiecki;Łomża;2991;2382;2362;20
201307;gm. Nowe Piekuty;wysokomazowiecki;Łomża;3755;3038;3011;27
201308;gm. Sokoły;wysokomazowiecki;Łomża;5520;4416;4393;23
201309;gm. Szepietowo;wysokomazowiecki;Łomża;6625;5388;5359;29
201310;gm. Wysokie Mazowieckie;wysokomazowiecki;Łomża;5501;4231;4212;19
Powiat zambrowski;;;;41283;33607;33369;238
201401;m. Zambrów;zambrowski;Łomża;20280;16741;16659;82
201402;gm. Kołaki Kościelne;zambrowski;Łomża;2281;1852;1818;34
201403;gm. Rutki;zambrowski;Łomża;5306;4295;4258;37
201404;gm. Szumowo;zambrowski;Łomża;4723;3778;3723;55
201405;gm. Zambrów;zambrowski;Łomża;8693;6941;6911;30
Miasto na prawach powiatu;;;;;;;
206101;m. Białystok;Białystok;Białystok;263319;213752;212472;1280
Miasto na prawach powiatu;;;;;;;
206201;m. Łomża;Łomża;Łomża;55934;45994;45751;243
Miasto na prawach powiatu;;;;;;;
206301;m. Suwałki;Suwałki;Suwałki;65170;52338;52042;296
Powiat bytowski;;;;75663;59241;58829;458
220101;gm. Borzytuchom;bytowski;Słupsk;3505;2595;2580;15
220102;gm. Bytów;bytowski;Słupsk;23800;18714;18633;81
220103;gm. Czarna Dąbrówka;bytowski;Słupsk;5800;4356;4354;48
220104;gm. Kołczygłowy;bytowski;Słupsk;4133;3287;3247;40
220105;gm. Lipnica;bytowski;Słupsk;5254;4094;4047;47
220106;gm. Miastko;bytowski;Słupsk;17805;14417;14312;105
220107;gm. Parchowo;bytowski;Słupsk;3896;2877;2847;30
220108;gm. Studzienice;bytowski;Słupsk;3669;2818;2789;29
220109;gm. Trzebielino;bytowski;Słupsk;3561;2776;2736;40
220110;gm. Tuchomie;bytowski;Słupsk;4240;3307;3284;23
Powiat chojnicki;;;;92757;72922;72554;368
220201;m. Chojnice;chojnicki;Słupsk;36092;29313;29163;150
220202;gm. Brusy;chojnicki;Słupsk;14373;10767;10678;89
220203;gm. Chojnice;chojnicki;Słupsk;19281;14728;14658;70
220204;gm. Czersk;chojnicki;Słupsk;20709;16378;16328;50
220205;gm. Konarzyny;chojnicki;Słupsk;2302;1736;1727;9
Powiat człuchowski;;;;52304;42067;41732;335
220301;m. Człuchów;człuchowski;Słupsk;12297;10323;10257;66
220302;gm. Czarne;człuchowski;Słupsk;8219;6615;6591;24
220303;gm. Człuchów;człuchowski;Słupsk;10833;8365;8326;39
220304;gm. Debrzno;człuchowski;Słupsk;8390;6764;6729;35
220305;gm. Koczała;człuchowski;Słupsk;3125;2523;2469;54
220306;gm. Przechlewo;człuchowski;Słupsk;5972;4682;4636;46
220307;gm. Rzeczenica;człuchowski;Słupsk;3468;2795;2724;71
Powiat gdański;;;;117202;89738;87887;1849
220401;m. Pruszcz Gdański;gdański;Gdańsk;28931;22577;22284;293
220402;gm. Cedry Wielkie;gdański;Gdańsk;6676;5253;5206;47
220403;gm. Kolbudy;gdański;Gdańsk;18238;13969;13457;510
220404;gm. Pruszcz Gdański;gdański;Gdańsk;31746;23500;22924;576
220405;gm. Przywidz;gdański;Gdańsk;5931;4630;4557;73
220406;gm. Pszczółki;gdański;Gdańsk;10119;7773;7696;77
220407;gm. Suchy Dąb;gdański;Gdańsk;4150;3235;3147;88
220408;gm. Trąbki Wielkie;gdański;Gdańsk;11411;8801;8616;185
Powiat kartuski;;;;142274;104196;102974;1222
220501;gm. Chmielno;kartuski;Słupsk;7928;5778;5736;42
220502;gm. Kartuzy;kartuski;Słupsk;32162;24631;24431;200
220503;gm. Przodkowo;kartuski;Słupsk;10482;7477;7418;59
220504;gm. Sierakowice;kartuski;Słupsk;20263;14159;14089;70
220505;gm. Somonino;kartuski;Słupsk;11085;8154;8073;81
220506;gm. Stężyca;kartuski;Słupsk;11027;7873;7847;26
220507;gm. Sulęczyno;kartuski;Słupsk;5736;4190;4114;76
220508;gm. Żukowo;kartuski;Słupsk;43591;31934;31266;668
Powiat kościerski;;;;70211;54204;53692;512
220601;m. Kościerzyna;kościerski;Słupsk;21618;17194;17017;177
220602;gm. Dziemiany;kościerski;Słupsk;4427;3354;3313;41
220603;gm. Karsin;kościerski;Słupsk;6188;4771;4719;52
220604;gm. Kościerzyna;kościerski;Słupsk;15798;12019;11945;74
220605;gm. Liniewo;kościerski;Słupsk;4541;3506;3439;67
220606;gm. Lipusz;kościerski;Słupsk;3775;2851;2832;19
220607;gm. Nowa Karczma;kościerski;Słupsk;7095;5308;5281;27
220608;gm. Stara Kiszewa;kościerski;Słupsk;6769;5201;5146;55
Powiat kwidzyński;;;;77134;61420;61149;271
220701;m. Kwidzyn;kwidzyński;Gdańsk;34080;27752;27630;122
220702;gm. Gardeja;kwidzyński;Gdańsk;8172;6336;6314;22
220703;gm. Kwidzyn;kwidzyński;Gdańsk;11185;8634;8587;47
220704;gm. Prabuty;kwidzyński;Gdańsk;12234;9822;9777;45
220705;gm. Ryjewo;kwidzyński;Gdańsk;5594;4309;4296;13
220706;gm. Sadlinki;kwidzyński;Gdańsk;5869;4567;4545;22
Powiat lęborski;;;;60683;48191;47695;496
220801;m. Lębork;lęborski;Słupsk;31440;25380;25226;154
220802;m. Łeba;lęborski;Słupsk;3207;2770;2647;123
220803;gm. Cewice;lęborski;Słupsk;7033;5274;5147;127
220804;gm. Nowa Wieś Lęborska;lęborski;Słupsk;13401;10330;10281;49
220805;gm. Wicko;lęborski;Słupsk;5602;4437;4394;43
Powiat malborski;;;;58400;47384;46966;418
220901;m. Malbork;malborski;Gdańsk;34524;28499;28300;199
220903;gm. Lichnowy;malborski;Gdańsk;4357;3394;3372;22
220904;gm. Malbork;malborski;Gdańsk;4998;3847;3754;93
220906;gm. Miłoradz;malborski;Gdańsk;3257;2606;2568;38
220907;gm. Nowy Staw;malborski;Gdańsk;6822;5506;5460;46
220908;gm. Stare Pole;malborski;Gdańsk;4442;3532;3512;20
Powiat nowodworski;;;;33471;27129;26780;349
221001;m. Krynica Morska;nowodworski;Gdańsk;1306;1133;1006;127
221002;gm. Nowy Dwór Gdański;nowodworski;Gdańsk;16405;13242;13174;68
221003;gm. Ostaszewo;nowodworski;Gdańsk;3009;2401;2368;33
221004;gm. Stegna;nowodworski;Gdańsk;9235;7508;7426;82
221005;gm. Sztutowo;nowodworski;Gdańsk;3516;2845;2806;39
Powiat pucki;;;;86200;67080;65909;1171
221101;m. Hel;pucki;Słupsk;2833;2429;2326;103
221102;gm. Jastarnia;pucki;Słupsk;3431;2839;2819;20
221103;m. Puck;pucki;Słupsk;9949;8152;8024;128
221104;gm. Władysławowo;pucki;Słupsk;14178;11434;11267;167
221105;gm. Kosakowo;pucki;Słupsk;17856;13446;12934;512
221106;gm. Krokowa;pucki;Słupsk;10740;8268;8195;73
221107;gm. Puck;pucki;Słupsk;27213;20512;20344;168
Powiat słupski;;;;92727;73569;72884;685
221201;m. Ustka;słupski;Słupsk;13127;11170;11062;108
221202;gm. Damnica;słupski;Słupsk;5554;4413;4366;47
221203;gm. Dębnica Kaszubska;słupski;Słupsk;8974;7132;7051;81
221204;gm. Główczyce;słupski;Słupsk;8431;6607;6573;34
221205;gm. Kępice;słupski;Słupsk;8075;6535;6497;38
221206;gm. Kobylnica;słupski;Słupsk;13130;10105;10021;84
221207;gm. Potęgowo;słupski;Słupsk;6394;4981;4959;22
221208;gm. Słupsk;słupski;Słupsk;18062;13905;13845;60
221209;gm. Smołdzino;słupski;Słupsk;3146;2550;2494;56
221210;gm. Ustka;słupski;Słupsk;7834;6171;6016;155
Powiat starogardzki;;;;119909;94009;93303;706
221301;gm. Czarna Woda;starogardzki;Gdańsk;2982;2437;2421;16
221302;m. Skórcz;starogardzki;Gdańsk;3333;2639;2615;24
221303;m. Starogard Gdański;starogardzki;Gdańsk;41718;33655;33495;160
221304;gm. Bobowo;starogardzki;Gdańsk;3166;2392;2382;10
221305;gm. Kaliska;starogardzki;Gdańsk;5322;4179;4113;66
221306;gm. Lubichowo;starogardzki;Gdańsk;6630;5101;5048;53
221307;gm. Osieczna;starogardzki;Gdańsk;2799;2217;2204;13
221308;gm. Osiek;starogardzki;Gdańsk;2347;1919;1881;38
221309;gm. Skarszewy;starogardzki;Gdańsk;13938;10683;10561;122
221310;gm. Skórcz;starogardzki;Gdańsk;4443;3431;3412;19
221311;gm. Smętowo Graniczne;starogardzki;Gdańsk;4945;3925;3908;17
221312;gm. Starogard Gdański;starogardzki;Gdańsk;16380;12412;12325;87
221313;gm. Zblewo;starogardzki;Gdańsk;11906;9019;8938;81
Powiat tczewski;;;;106211;84394;83690;704
221401;m. Tczew;tczewski;Gdańsk;52471;42615;42286;329
221402;gm. Gniew;tczewski;Gdańsk;14392;11498;11438;60
221403;gm. Morzeszczyn;tczewski;Gdańsk;3489;2741;2726;15
221404;gm. Pelplin;tczewski;Gdańsk;15138;11835;11724;111
221405;gm. Subkowy;tczewski;Gdańsk;5364;4192;4165;27
221406;gm. Tczew;tczewski;Gdańsk;15357;11513;11351;162
Powiat wejherowski;;;;208131;160074;158302;1772
221501;m. Reda;wejherowski;Słupsk;24855;19036;18846;190
221502;m. Rumia;wejherowski;Słupsk;46524;37274;36877;397
221503;m. Wejherowo;wejherowski;Słupsk;41618;33400;33068;332
221504;gm. Choczewo;wejherowski;Słupsk;5239;4191;4101;90
221505;gm. Gniewino;wejherowski;Słupsk;7152;5403;5338;65
221506;gm. Linia;wejherowski;Słupsk;6496;4775;4743;32
221507;gm. Luzino;wejherowski;Słupsk;17031;12375;12312;63
221508;gm. Łęczyce;wejherowski;Słupsk;11803;8879;8834;45
221509;gm. Szemud;wejherowski;Słupsk;19924;14433;14103;330
221510;gm. Wejherowo;wejherowski;Słupsk;27489;20308;20080;228
Powiat sztumski;;;;38154;30784;30620;164
221601;gm. Dzierzgoń;sztumski;Gdańsk;8591;7004;6982;22
221602;gm. Mikołajki Pomorskie;sztumski;Gdańsk;3330;2636;2617;19
221603;gm. Stary Dzierzgoń;sztumski;Gdańsk;3721;2996;2970;26
221604;gm. Stary Targ;sztumski;Gdańsk;5903;4690;4674;16
221605;gm. Sztum;sztumski;Gdańsk;16609;13458;13377;81
Miasto na prawach powiatu;;;;;;;
226101;m. Gdańsk;Gdańsk;Gdańsk;418502;340619;336082;4537
Miasto na prawach powiatu;;;;;;;
226201;m. Gdynia;Gdynia;Słupsk;215024;178295;176156;2139
Miasto na prawach powiatu;;;;;;;
226301;m. Słupsk;Słupsk;Słupsk;78141;65398;65192;206
Miasto na prawach powiatu;;;;;;;
226401;m. Sopot;Sopot;Gdańsk;30372;25834;25271;563
Powiat będziński;;;;135924;113179;112264;915
240101;m. Będzin;będziński;Katowice;49266;41164;40947;217
240102;m. Czeladź;będziński;Katowice;28190;23770;23557;213
240103;m. Wojkowice;będziński;Katowice;8193;6876;6823;53
240104;gm. Bobrowniki;będziński;Katowice;11966;9848;9764;84
240105;gm. Mierzęcice;będziński;Katowice;7532;6196;6120;76
240106;gm. Psary;będziński;Katowice;11954;9857;9782;75
240107;gm. Siewierz;będziński;Katowice;12206;10007;9900;107
240108;m. Sławków;będziński;Katowice;6617;5461;5371;90
Powiat bielski;;;;161275;128061;127164;897
240201;m. Szczyrk;bielski;Bielsko-Biała;5334;4363;4300;63
240202;gm. Bestwina;bielski;Bielsko-Biała;11982;9398;9374;24
240203;gm. Buczkowice;bielski;Bielsko-Biała;10878;8643;8606;37
240204;gm. Czechowice-Dziedzice;bielski;Bielsko-Biała;42446;34141;33847;294
240205;gm. Jasienica;bielski;Bielsko-Biała;24533;18919;18841;78
240206;gm. Jaworze;bielski;Bielsko-Biała;7155;5755;5654;101
240207;gm. Kozy;bielski;Bielsko-Biała;12913;10188;10109;79
240208;gm. Porąbka;bielski;Bielsko-Biała;15388;12332;12266;66
240209;gm. Wilamowice;bielski;Bielsko-Biała;17922;13881;13831;50
240210;gm. Wilkowice;bielski;Bielsko-Biała;12724;10441;10336;105
Powiat cieszyński;;;;168621;135099;133730;1369
240301;m. Cieszyn;cieszyński;Bielsko-Biała;30437;25173;24768;405
240302;m. Ustroń;cieszyński;Bielsko-Biała;14947;12261;12092;169
240303;m. Wisła;cieszyński;Bielsko-Biała;10567;8626;8507;119
240304;gm. Brenna;cieszyński;Bielsko-Biała;11271;8954;8818;136
240305;gm. Chybie;cieszyński;Bielsko-Biała;9580;7490;7481;9
240306;gm. Dębowiec;cieszyński;Bielsko-Biała;5719;4494;4466;28
240307;gm. Goleszów;cieszyński;Bielsko-Biała;12685;10245;10182;63
240308;gm. Hażlach;cieszyński;Bielsko-Biała;10513;8315;8265;50
240309;gm. Istebna;cieszyński;Bielsko-Biała;12201;9200;9128;72
240310;gm. Skoczów;cieszyński;Bielsko-Biała;25118;20088;19870;218
240311;gm. Strumień;cieszyński;Bielsko-Biała;13000;10162;10107;55
240312;gm. Zebrzydowice;cieszyński;Bielsko-Biała;12583;10091;10046;45
Powiat częstochowski;;;;130720;107814;106527;1287
240401;gm. Blachownia;częstochowski;Częstochowa;12119;10117;10000;117
240402;gm. Dąbrowa Zielona;częstochowski;Częstochowa;3772;3200;3124;76
240403;gm. Janów;częstochowski;Częstochowa;5894;4874;4754;120
240404;gm. Kamienica Polska;częstochowski;Częstochowa;5316;4435;4381;54
240405;gm. Kłomnice;częstochowski;Częstochowa;12983;10822;10726;96
240406;gm. Koniecpol;częstochowski;Częstochowa;8892;7509;7474;35
240407;gm. Konopiska;częstochowski;Częstochowa;10558;8616;8518;98
240408;gm. Kruszyna;częstochowski;Częstochowa;4708;3881;3817;64
240409;gm. Lelów;częstochowski;Częstochowa;4651;3836;3751;85
240410;gm. Mstów;częstochowski;Częstochowa;10804;8775;8643;132
240411;gm. Mykanów;częstochowski;Częstochowa;14884;12071;12018;53
240412;gm. Olsztyn;częstochowski;Częstochowa;8099;6586;6480;106
240413;gm. Poczesna;częstochowski;Częstochowa;12200;10059;9976;83
240414;gm. Przyrów;częstochowski;Częstochowa;3572;2962;2923;39
240415;gm. Rędziny;częstochowski;Częstochowa;9387;7738;7663;75
240416;gm. Starcza;częstochowski;Częstochowa;2881;2333;2279;54
Powiat gliwicki;;;;107476;86585;86154;431
240501;m. Knurów;gliwicki;Katowice;34031;27605;27528;77
240502;m. Pyskowice;gliwicki;Katowice;15976;13124;13055;69
240503;gm. Gierałtowice;gliwicki;Katowice;12078;9468;9433;35
240504;gm. Pilchowice;gliwicki;Katowice;11972;9408;9340;68
240505;gm. Rudziniec;gliwicki;Katowice;10323;8369;8287;82
240506;gm. Sośnicowice;gliwicki;Katowice;8626;6844;6796;48
240507;gm. Toszek;gliwicki;Katowice;8799;7169;7130;39
240508;gm. Wielowieś;gliwicki;Katowice;5671;4598;4585;13
Powiat kłobucki;;;;82211;67539;67144;395
240601;gm. Kłobuck;kłobucki;Częstochowa;19441;16134;16001;133
240602;gm. Krzepice;kłobucki;Częstochowa;8679;7208;7189;19
240603;gm. Lipie;kłobucki;Częstochowa;6033;4991;4974;17
240604;gm. Miedźno;kłobucki;Częstochowa;7499;6058;6025;33
240605;gm. Opatów;kłobucki;Częstochowa;6684;5381;5360;21
240606;gm. Panki;kłobucki;Częstochowa;4923;4035;4016;19
240607;gm. Popów;kłobucki;Częstochowa;5790;4770;4720;50
240608;gm. Przystajń;kłobucki;Częstochowa;5755;4688;4662;26
240609;gm. Wręczyca Wielka;kłobucki;Częstochowa;17407;14274;14197;77
Powiat lubliniecki;;;;72492;58849;58566;283
240701;m. Lubliniec;lubliniecki;Częstochowa;21485;17550;17479;71
240702;gm. Boronów;lubliniecki;Częstochowa;3333;2688;2661;27
240703;gm. Ciasna;lubliniecki;Częstochowa;7223;5952;5934;18
240704;gm. Herby;lubliniecki;Częstochowa;6344;5171;5144;27
240705;gm. Kochanowice;lubliniecki;Częstochowa;6911;5485;5460;25
240706;gm. Koszęcin;lubliniecki;Częstochowa;11436;9218;9161;57
240707;gm. Pawonków;lubliniecki;Częstochowa;6477;5218;5205;13
240708;gm. Woźniki;lubliniecki;Częstochowa;9283;7567;7522;45
Powiat mikołowski;;;;94634;75110;74616;494
240801;m. Łaziska Górne;mikołowski;Bielsko-Biała;19906;16140;15965;175
240802;m. Mikołów;mikołowski;Bielsko-Biała;39165;31446;31282;164
240803;m. Orzesze;mikołowski;Bielsko-Biała;20970;16294;16196;98
240804;gm. Ornontowice;mikołowski;Bielsko-Biała;5926;4596;4564;32
240805;gm. Wyry;mikołowski;Bielsko-Biała;8667;6634;6609;25
Powiat myszkowski;;;;66961;55565;54672;893
240901;m. Myszków;myszkowski;Częstochowa;28760;24011;23787;224
240902;gm. Koziegłowy;myszkowski;Częstochowa;14047;11568;11382;186
240903;gm. Niegowa;myszkowski;Częstochowa;5574;4497;4402;95
240904;gm. Poraj;myszkowski;Częstochowa;10394;8760;8623;137
240905;gm. Żarki;myszkowski;Częstochowa;8186;6729;6478;251
Powiat pszczyński;;;;106797;83629;83230;399
241001;gm. Goczałkowice-Zdrój;pszczyński;Bielsko-Biała;6572;5305;5287;18
241002;gm. Kobiór;pszczyński;Bielsko-Biała;4878;3900;3866;34
241003;gm. Miedźna;pszczyński;Bielsko-Biała;15427;12016;11943;73
241004;gm. Pawłowice;pszczyński;Bielsko-Biała;17132;13373;13319;54
241005;gm. Pszczyna;pszczyński;Bielsko-Biała;50350;39568;39397;171
241006;gm. Suszec;pszczyński;Bielsko-Biała;12438;9467;9418;49
Powiat raciborski;;;;96605;80127;79887;240
241101;m. Racibórz;raciborski;Bielsko-Biała;46894;39291;39166;125
241102;gm. Kornowac;raciborski;Bielsko-Biała;5042;4011;4008;3
241103;gm. Krzanowice;raciborski;Bielsko-Biała;5377;4473;4468;5
241104;gm. Krzyżanowice;raciborski;Bielsko-Biała;10738;8731;8716;15
241105;gm. Kuźnia Raciborska;raciborski;Bielsko-Biała;10534;8791;8762;29
241106;gm. Nędza;raciborski;Bielsko-Biała;6712;5510;5482;28
241107;gm. Pietrowice Wielkie;raciborski;Bielsko-Biała;6452;5351;5334;17
241108;gm. Rudnik;raciborski;Bielsko-Biała;4856;3969;3951;18
Powiat rybnicki;;;;74643;59144;58892;252
241201;gm. Czerwionka-Leszczyny;rybnicki;Bielsko-Biała;38942;31095;30977;118
241202;gm. Gaszowice;rybnicki;Bielsko-Biała;9700;7665;7603;62
241203;gm. Jejkowice;rybnicki;Bielsko-Biała;4109;3198;3193;5
241204;gm. Lyski;rybnicki;Bielsko-Biała;9557;7701;7652;49
241205;gm. Świerklany;rybnicki;Bielsko-Biała;12335;9485;9467;18
Powiat tarnogórski;;;;131917;107704;107069;635
241301;m. Kalety;tarnogórski;Katowice;8175;6846;6823;23
241302;m. Miasteczko Śląskie;tarnogórski;Katowice;6722;5521;5466;55
241303;m. Radzionków;tarnogórski;Katowice;15551;12749;12695;54
241304;m. Tarnowskie Góry;tarnogórski;Katowice;56890;46474;46291;183
241305;gm. Krupski Młyn;tarnogórski;Katowice;3005;2558;2493;65
241306;gm. Ożarowice;tarnogórski;Katowice;5775;4700;4676;24
241307;gm. Świerklaniec;tarnogórski;Katowice;12492;9976;9931;45
241308;gm. Tworóg;tarnogórski;Katowice;7905;6545;6463;82
241309;gm. Zbrosławice;tarnogórski;Katowice;15402;12335;12231;104
Powiat bieruńsko-lędziński;;;;57352;45425;45095;330
241401;m. Bieruń;bieruńsko-lędziński;Katowice;18276;14686;14569;117
241402;m. Imielin;bieruńsko-lędziński;Katowice;9162;7212;7151;61
241403;m. Lędziny;bieruńsko-lędziński;Katowice;15570;12359;12276;83
241404;gm. Bojszowy;bieruńsko-lędziński;Katowice;8252;6286;6259;27
241405;gm. Chełm Śląski;bieruńsko-lędziński;Katowice;6092;4882;4840;42
Powiat wodzisławski;;;;145350;117896;117350;546
241501;m. Pszów;wodzisławski;Bielsko-Biała;12535;10390;10313;77
241502;m. Radlin;wodzisławski;Bielsko-Biała;16107;13058;12990;68
241503;m. Rydułtowy;wodzisławski;Bielsko-Biała;19181;15641;15558;83
241504;m. Wodzisław Śląski;wodzisławski;Bielsko-Biała;42962;35562;35397;165
241505;gm. Godów;wodzisławski;Bielsko-Biała;13544;10781;10745;36
241506;gm. Gorzyce;wodzisławski;Bielsko-Biała;20661;16297;16236;61
241507;gm. Lubomia;wodzisławski;Bielsko-Biała;7533;6041;6034;7
241508;gm. Marklowice;wodzisławski;Bielsko-Biała;5295;4245;4217;28
241509;gm. Mszana;wodzisławski;Bielsko-Biała;7532;5881;5860;21
Powiat zawierciański;;;;110221;92235;91529;706
241601;m. Poręba;zawierciański;Katowice;7959;6694;6618;76
241602;m. Zawiercie;zawierciański;Katowice;44600;37638;37469;169
241603;gm. Irządze;zawierciański;Katowice;2553;2126;2096;30
241604;gm. Kroczyce;zawierciański;Katowice;6149;5086;5009;77
241605;gm. Łazy;zawierciański;Katowice;15050;12497;12422;75
241606;gm. Ogrodzieniec;zawierciański;Katowice;8765;7408;7321;87
241607;gm. Pilica;zawierciański;Katowice;8231;6795;6720;75
241608;gm. Szczekociny;zawierciański;Katowice;7262;6138;6087;51
241609;gm. Włodowice;zawierciański;Katowice;5096;4207;4186;21
241610;gm. Żarnowiec;zawierciański;Katowice;4556;3646;3601;45
Powiat żywiecki;;;;147200;118419;117556;863
241701;m. Żywiec;żywiecki;Bielsko-Biała;28512;23526;23443;83
241702;gm. Czernichów;żywiecki;Bielsko-Biała;6221;5058;4963;95
241703;gm. Gilowice;żywiecki;Bielsko-Biała;6146;4826;4801;25
241704;gm. Jeleśnia;żywiecki;Bielsko-Biała;12824;10395;10298;97
241705;gm. Koszarawa;żywiecki;Bielsko-Biała;2364;1931;1858;73
241706;gm. Lipowa;żywiecki;Bielsko-Biała;10752;8499;8449;50
241707;gm. Łękawica;żywiecki;Bielsko-Biała;4520;3569;3529;40
241708;gm. Łodygowice;żywiecki;Bielsko-Biała;14809;11575;11537;38
241709;gm. Milówka;żywiecki;Bielsko-Biała;9805;7885;7832;53
241710;gm. Radziechowy-Wieprz;żywiecki;Bielsko-Biała;12844;10183;10143;40
241711;gm. Rajcza;żywiecki;Bielsko-Biała;8233;6729;6682;47
241712;gm. Ślemień;żywiecki;Bielsko-Biała;3508;2817;2771;46
241713;gm. Świnna;żywiecki;Bielsko-Biała;7857;6392;6318;74
241714;gm. Ujsoły;żywiecki;Bielsko-Biała;4197;3490;3438;52
241715;gm. Węgierska Górka;żywiecki;Bielsko-Biała;14608;11544;11494;50
Miasto na prawach powiatu;;;;;;;
246101;m. Bielsko-Biała;Bielsko-Biała;Bielsko-Biała;153684;126572;125127;1445
Miasto na prawach powiatu;;;;;;;
246201;m. Bytom;Bytom;Katowice;132380;110539;110079;460
Miasto na prawach powiatu;;;;;;;
246301;m. Chorzów;Chorzów;Katowice;90451;74575;73898;677
Miasto na prawach powiatu;;;;;;;
246401;m. Częstochowa;Częstochowa;Częstochowa;194344;164007;162697;1310
Miasto na prawach powiatu;;;;;;;
246501;m. Dąbrowa Górnicza;Dąbrowa Górnicza;Katowice;107042;89773;89355;418
Miasto na prawach powiatu;;;;;;;
246601;m. Gliwice;Gliwice;Katowice;156909;129928;128826;1102
Miasto na prawach powiatu;;;;;;;
246701;m. Jastrzębie-Zdrój;Jastrzębie-Zdrój;Bielsko-Biała;78121;64602;64456;146
Miasto na prawach powiatu;;;;;;;
246801;m. Jaworzno;Jaworzno;Katowice;82367;68328;68011;317
Miasto na prawach powiatu;;;;;;;
246901;m. Katowice;Katowice;Katowice;254274;213505;212744;757
Miasto na prawach powiatu;;;;;;;
247001;m. Mysłowice;Mysłowice;Katowice;66593;54101;53781;320
Miasto na prawach powiatu;;;;;;;
247101;m. Piekary Śląskie;Piekary Śląskie;Katowice;48805;40360;40306;54
Miasto na prawach powiatu;;;;;;;
247201;m. Ruda Śląska;Ruda Śląska;Katowice;122721;100466;100176;290
Miasto na prawach powiatu;;;;;;;
247301;m. Rybnik;Rybnik;Bielsko-Biała;123104;100385;100002;383
Miasto na prawach powiatu;;;;;;;
247401;m. Siemianowice Śląskie;Siemianowice Śląskie;Katowice;58137;48255;48067;188
Miasto na prawach powiatu;;;;;;;
247501;m. Sosnowiec;Sosnowiec;Katowice;174496;148282;147549;733
Miasto na prawach powiatu;;;;;;;
